ts_code,end_date,symbol,mkv,amount,stk_float_ratio,stock_name,fund_name
014537.OF,20211231,000516.SZ,1.1618964498,1053.3966,0.56,国际医学,中银中国精选C
014537.OF,20211231,000858.SZ,1.14491772,51.42,0.01,五粮液,中银中国精选C
014537.OF,20211231,600519.SH,1.2456825,6.0765,0.0,贵州茅台,中银中国精选C
014537.OF,20211231,600763.SH,1.06761709,53.6491,0.17,通策医疗,中银中国精选C
014537.OF,20211231,300014.SZ,1.053285159,89.1255,0.05,亿纬锂能,中银中国精选C
014537.OF,20211231,300015.SZ,0.3603900692,85.2389,0.02,爱尔眼科,中银中国精选C
014537.OF,20211231,601012.SH,0.9136700040000001,105.9942,0.02,隆基股份,中银中国精选C
014537.OF,20211231,002568.SZ,0.40637732600000004,67.922,0.13,百润股份,中银中国精选C
014537.OF,20211231,603737.SH,0.93030124,66.856,0.18,三棵树,中银中国精选C
014537.OF,20211231,300750.SZ,1.001364,17.03,0.01,宁德时代,中银中国精选C
014505.OF,20211231,002120.SZ,0.6444949104,315.0024,0.11,韵达股份,中银收益C
014505.OF,20211231,002056.SZ,0.64352361,341.03,0.21,横店东磁,中银收益C
014505.OF,20211231,605117.SH,0.6254650413,22.8447,0.54,德业股份,中银收益C
014505.OF,20211231,300059.SZ,0.6224823978,167.7398,0.02,东方财富,中银收益C
014505.OF,20211231,002216.SZ,0.6113525,302.5,0.48,三全食品,中银收益C
014505.OF,20211231,600233.SH,1.1771579736,705.7302,0.22,圆通速递,中银收益C
014505.OF,20211231,002897.SZ,0.93474432,165.12,1.05,意华股份,中银收益C
014505.OF,20211231,002241.SZ,0.8027358,148.38,0.05,歌尔股份,中银收益C
014505.OF,20211231,600298.SH,0.79438287,131.6075,0.16,安琪酵母,中银收益C
014505.OF,20211231,300498.SZ,0.6976935,362.25,0.08,温氏股份,中银收益C
014455.OF,20211231,605117.SH,0.1319010704,4.8176,0.11,德业股份,中银成长优选C
014455.OF,20211231,603901.SH,0.10993434199999999,68.2822,0.14,永创智能,中银成长优选C
014455.OF,20211231,002241.SZ,0.1091738,20.18,0.01,歌尔股份,中银成长优选C
014455.OF,20211231,300750.SZ,0.0882,1.5,0.0,宁德时代,中银成长优选C
014455.OF,20211231,600036.SH,0.08270958,16.98,0.0,招商银行,中银成长优选C
014455.OF,20211231,002897.SZ,0.06674319,11.79,0.07,意华股份,中银成长优选C
014455.OF,20211231,601865.SH,0.06043142,10.43,0.02,福莱特,中银成长优选C
014455.OF,20211231,600233.SH,0.05602812,33.59,0.01,圆通速递,中银成长优选C
014455.OF,20211231,002459.SZ,0.050985,5.5,0.01,晶澳科技,中银成长优选C
014455.OF,20211231,300059.SZ,0.050031702000000004,13.482,0.0,东方财富,中银成长优选C
014454.OF,20211231,600519.SH,0.1681,0.82,0.0,贵州茅台,中银双息回报C
014454.OF,20211231,600887.SH,0.14726592,35.52,0.01,伊利股份,中银双息回报C
014454.OF,20211231,300059.SZ,0.14688138,39.58,0.0,东方财富,中银双息回报C
014454.OF,20211231,000858.SZ,0.14651028,6.58,0.0,五粮液,中银双息回报C
014454.OF,20211231,002271.SZ,0.13675728,25.96,0.01,东方雨虹,中银双息回报C
014454.OF,20211231,600529.SH,0.1300757,29.63,0.05,山东药玻,中银双息回报C
014454.OF,20211231,002832.SZ,0.1296932,50.96,0.14,比音勒芬,中银双息回报C
014454.OF,20211231,601012.SH,0.1218868,14.14,0.0,隆基股份,中银双息回报C
014454.OF,20211231,600900.SH,0.0980413,43.19,0.0,长江电力,中银双息回报C
014454.OF,20211231,600150.SH,0.09244191,37.29,0.02,中国船舶,中银双息回报C
014453.OF,20211231,600519.SH,1.1275,5.5,0.0,贵州茅台,中银新动力C
014453.OF,20211231,000858.SZ,1.002059064,45.004,0.01,五粮液,中银新动力C
014453.OF,20211231,300059.SZ,1.00197,270.0,0.03,东方财富,中银新动力C
014453.OF,20211231,002415.SZ,0.99408,190.0,0.02,海康威视,中银新动力C
014453.OF,20211231,300454.SZ,0.955,50.0,0.19,深信服,中银新动力C
014453.OF,20211231,600570.SH,0.93225,150.0,0.1,恒生电子,中银新动力C
014453.OF,20211231,600887.SH,0.8292,200.0,0.03,伊利股份,中银新动力C
014453.OF,20211231,002594.SZ,0.616676,23.0,0.02,比亚迪,中银新动力C
014453.OF,20211231,688029.SH,0.574209,27.0,0.61,南微医学,中银新动力C
014453.OF,20211231,002920.SZ,0.56604,40.0,0.07,德赛西威,中银新动力C
014498.OF,20211231,600309.SH,0.0505,5.0,0.0,万华化学,诺安鸿鑫C
014498.OF,20211231,003021.SZ,0.04144215,5.19,0.09,兆威机电,诺安鸿鑫C
014498.OF,20211231,605376.SH,0.04663665,5.55,0.03,博迁新材,诺安鸿鑫C
014498.OF,20211231,601058.SH,0.07582833,51.27,0.02,赛轮轮胎,诺安鸿鑫C
014498.OF,20211231,002466.SZ,0.055533,5.19,0.0,天齐锂业,诺安鸿鑫C
014498.OF,20211231,601100.SH,0.0430268,5.26,0.0,恒立液压,诺安鸿鑫C
014498.OF,20211231,603799.SH,0.03871881,3.51,0.0,华友钴业,诺安鸿鑫C
014498.OF,20211231,603338.SH,0.0341105,4.25,0.01,浙江鼎力,诺安鸿鑫C
014498.OF,20211231,603067.SH,0.04395024,39.81,0.09,振华股份,诺安鸿鑫C
014498.OF,20211231,002984.SZ,0.03596127,10.11,0.03,森麒麟,诺安鸿鑫C
014628.OF,20211231,688037.SH,0.032878864,1.9478,0.04,芯源微,财通福盛多策略C
014628.OF,20211231,601111.SH,0.03497703,38.31,0.0,中国国航,财通福盛多策略C
014628.OF,20211231,300122.SZ,0.0337666,2.71,0.0,智飞生物,财通福盛多策略C
014628.OF,20211231,002483.SZ,0.03278864,40.58,0.05,润邦股份,财通福盛多策略C
014628.OF,20211231,002805.SZ,0.03561995,11.29,0.09,丰元股份,财通福盛多策略C
014628.OF,20211231,603456.SH,0.0425190576,7.5576,0.01,九洲药业,财通福盛多策略C
014628.OF,20211231,300498.SZ,0.02675214,13.89,0.0,温氏股份,财通福盛多策略C
014628.OF,20211231,002895.SZ,0.02681334,10.86,0.02,川恒股份,财通福盛多策略C
014628.OF,20211231,603363.SH,0.0489331,38.53,0.06,傲农生物,财通福盛多策略C
014628.OF,20211231,603259.SH,0.05679982,4.79,0.0,药明康德,财通福盛多策略C
014627.OF,20211231,000538.SZ,0.04186,4.0,0.01,云南白药,财通多策略福瑞C
014627.OF,20211231,000568.SZ,0.03884211,1.53,0.0,泸州老窖,财通多策略福瑞C
014627.OF,20211231,000858.SZ,0.08260686,3.71,0.0,五粮液,财通多策略福瑞C
014627.OF,20211231,600036.SH,0.04861258,9.98,0.0,招商银行,财通多策略福瑞C
014627.OF,20211231,600519.SH,0.133988,0.6536,0.0,贵州茅台,财通多策略福瑞C
014627.OF,20211231,600585.SH,0.0789477,19.59,0.0,海螺水泥,财通多策略福瑞C
014627.OF,20211231,600690.SH,0.04997608,16.72,0.0,海尔智家,财通多策略福瑞C
014627.OF,20211231,600887.SH,0.07367442,17.77,0.0,伊利股份,财通多策略福瑞C
014627.OF,20211231,600048.SH,0.06066003,38.81,0.0,保利发展,财通多策略福瑞C
014627.OF,20211231,000333.SZ,0.04000502,5.42,0.0,美的集团,财通多策略福瑞C
014536.OF,20211231,600588.SH,0.032292,9.0,0.0,用友网络,诺安高端制造C
014536.OF,20211231,688200.SH,0.035833,0.7,0.02,华峰测控,诺安高端制造C
014536.OF,20211231,002353.SZ,0.048,12.0,0.02,杰瑞股份,诺安高端制造C
014536.OF,20211231,002415.SZ,0.034008,6.5,0.0,海康威视,诺安高端制造C
014536.OF,20211231,300073.SZ,0.078183,9.0,0.02,当升科技,诺安高端制造C
014536.OF,20211231,300308.SZ,0.03825,9.0,0.01,中际旭创,诺安高端制造C
014536.OF,20211231,002179.SZ,0.0321792,3.2,0.0,中航光电,诺安高端制造C
014536.OF,20211231,603338.SH,0.0345118,4.3,0.01,浙江鼎力,诺安高端制造C
014536.OF,20211231,603501.SH,0.0341847,1.1,0.0,韦尔股份,诺安高端制造C
014536.OF,20211231,688300.SH,0.033261,3.0,0.06,联瑞新材,诺安高端制造C
014373.OF,20211231,603816.SH,0.277776,36.0,0.06,顾家家居,浙商全景消费C
014373.OF,20211231,002597.SZ,0.25957425,50.55,0.09,金禾实业,浙商全景消费C
014373.OF,20211231,002142.SZ,0.21054,55.0,0.01,宁波银行,浙商全景消费C
014373.OF,20211231,1448.HK,0.201903,403.0,,,浙商全景消费C
014373.OF,20211231,1999.HK,0.1976,200.0,,,浙商全景消费C
014373.OF,20211231,0700.HK,0.19757092,5.29,,,浙商全景消费C
014373.OF,20211231,3690.HK,0.19313592,10.48,,,浙商全景消费C
014373.OF,20211231,1024.HK,0.18150171,30.81,,,浙商全景消费C
014373.OF,20211231,002508.SZ,0.1801,50.0,0.05,老板电器,浙商全景消费C
014373.OF,20211231,1458.HK,0.16835,350.0,,,浙商全景消费C
014549.OF,20211231,002049.SZ,1.97955675,87.9803,0.14,紫光国微,交银数据产业C
014549.OF,20211231,300203.SZ,1.3519993769999998,478.4145,1.06,聚光科技,交银数据产业C
014549.OF,20211231,603501.SH,1.1570837256,37.2328,0.05,韦尔股份,交银数据产业C
014549.OF,20211231,600703.SH,1.1464889520000001,305.242,0.07,三安光电,交银数据产业C
014549.OF,20211231,002371.SZ,0.9504044951999999,27.3876,0.06,北方华创,交银数据产业C
014549.OF,20211231,603806.SH,0.712823888,54.6016,0.06,福斯特,交银数据产业C
014549.OF,20211231,300014.SZ,0.67114422,56.79,0.03,亿纬锂能,交银数据产业C
014549.OF,20211231,300750.SZ,0.660324,11.23,0.01,宁德时代,交银数据产业C
014549.OF,20211231,603799.SH,0.5912616,53.6,0.04,华友钴业,交银数据产业C
014549.OF,20211231,688188.SH,0.4858492024,12.6044,0.47,柏楚电子,交银数据产业C
014470.OF,20211231,603259.SH,0.0498036,4.2,0.0,药明康德,富安达健康人生C
014470.OF,20211231,300760.SZ,0.045696,1.2,0.0,迈瑞医疗,富安达健康人生C
014470.OF,20211231,688198.SH,0.040688,1.6,0.07,佰仁医疗,富安达健康人生C
014470.OF,20211231,688677.SH,0.039510708,4.1988,0.23,海泰新光,富安达健康人生C
014470.OF,20211231,300813.SZ,0.025,2.5,0.15,泰林生物,富安达健康人生C
014470.OF,20211231,300685.SZ,0.0249183,3.3,0.02,艾德生物,富安达健康人生C
014470.OF,20211231,603882.SH,0.022274,2.0,0.0,金域医学,富安达健康人生C
014470.OF,20211231,000516.SZ,0.0218394,19.8,0.01,国际医学,富安达健康人生C
014470.OF,20211231,688133.SH,0.019638,0.9,0.02,泰坦科技,富安达健康人生C
014470.OF,20211231,002223.SZ,0.0189,5.0,0.01,鱼跃医疗,富安达健康人生C
014364.OF,20211231,600519.SH,0.321768,1.5696,0.0,贵州茅台,银华沪港深增长C
014364.OF,20211231,002810.SZ,0.3060866352,49.7136,0.16,山东赫达,银华沪港深增长C
014364.OF,20211231,0826.HK,0.2081794378,533.8,,,银华沪港深增长C
014364.OF,20211231,0388.HK,0.1779761491,4.78,,,银华沪港深增长C
014364.OF,20211231,2380.HK,0.1674036,390.0,,,银华沪港深增长C
014364.OF,20211231,002756.SZ,0.1581697314,10.6857,0.04,永兴材料,银华沪港深增长C
014364.OF,20211231,0291.HK,0.1482586784,28.4,,,银华沪港深增长C
014364.OF,20211231,6690.HK,0.1473074826,54.68,0.01,,银华沪港深增长C
014364.OF,20211231,603259.SH,0.137689167,11.6115,0.0,药明康德,银华沪港深增长C
014364.OF,20211231,1585.HK,0.131731712,106.0,,,银华沪港深增长C
014471.OF,20211231,300750.SZ,0.08232,1.4,0.0,宁德时代,富安达新兴成长C
014471.OF,20211231,002756.SZ,0.0695694,4.7,0.02,永兴材料,富安达新兴成长C
014471.OF,20211231,300014.SZ,0.06588535,5.575,0.0,亿纬锂能,富安达新兴成长C
014471.OF,20211231,002466.SZ,0.05885,5.5,0.0,天齐锂业,富安达新兴成长C
014471.OF,20211231,600499.SH,0.057086,23.0,0.01,科达制造,富安达新兴成长C
014471.OF,20211231,002906.SZ,0.04528704,8.24,0.02,华阳集团,富安达新兴成长C
014471.OF,20211231,002812.SZ,0.045072,1.8,0.0,恩捷股份,富安达新兴成长C
014471.OF,20211231,000792.SZ,0.038929,11.0,0.0,盐湖股份,富安达新兴成长C
014471.OF,20211231,002036.SZ,0.03641426,15.01,0.01,联创电子,富安达新兴成长C
014471.OF,20211231,600406.SH,0.03606703,9.01,0.0,国电南瑞,富安达新兴成长C
014022.OF,20211231,600009.SH,0.0042021,0.9,0.0,上海机场,大摩养老目标日期2040三年持有
014022.OF,20211231,0027.HK,0.0029727936,0.9,,,大摩养老目标日期2040三年持有
014022.OF,20211231,1928.HK,0.0029695232,2.0,,,大摩养老目标日期2040三年持有
014022.OF,20211231,000069.SZ,0.0025344,3.6,0.0,华侨城A,大摩养老目标日期2040三年持有
014216.OF,20211231,600519.SH,0.5207,2.54,0.0,贵州茅台,嘉实绝对收益策略C
014216.OF,20211231,300750.SZ,0.40278,6.85,0.0,宁德时代,嘉实绝对收益策略C
014216.OF,20211231,600036.SH,0.3433187962,70.4822,0.0,招商银行,嘉实绝对收益策略C
014216.OF,20211231,300059.SZ,0.306328206,82.546,0.01,东方财富,嘉实绝对收益策略C
014216.OF,20211231,601318.SH,0.27705336,54.96,0.01,中国平安,嘉实绝对收益策略C
014216.OF,20211231,601166.SH,0.26147632,137.33,0.01,兴业银行,嘉实绝对收益策略C
014216.OF,20211231,300122.SZ,0.2467703,19.805,0.02,智飞生物,嘉实绝对收益策略C
014216.OF,20211231,600887.SH,0.2336358066,56.3521,0.01,伊利股份,嘉实绝对收益策略C
014216.OF,20211231,601838.SH,0.204012,170.01,0.05,成都银行,嘉实绝对收益策略C
014216.OF,20211231,000858.SZ,0.1972723068,8.8598,0.0,五粮液,嘉实绝对收益策略C
014346.OF,20211231,000568.SZ,0.5279734389999999,20.797,0.01,泸州老窖,银华消费主题C
014346.OF,20211231,600519.SH,0.4720535,2.3027,0.0,贵州茅台,银华消费主题C
014346.OF,20211231,600887.SH,0.42923538,103.53,0.02,伊利股份,银华消费主题C
014346.OF,20211231,2020.HK,0.30068662620000003,31.46,,,银华消费主题C
014346.OF,20211231,3690.HK,0.2915420973,15.82,,,银华消费主题C
014346.OF,20211231,002041.SZ,0.3012558269,116.8111,0.13,登海种业,银华消费主题C
014346.OF,20211231,603369.SH,0.3643848,66.9825,0.05,今世缘,银华消费主题C
014346.OF,20211231,603866.SH,0.308035772,108.4633,0.11,桃李面包,银华消费主题C
014346.OF,20211231,603816.SH,0.29521416,38.26,0.06,顾家家居,银华消费主题C
014346.OF,20211231,603719.SH,0.28701226,67.58,0.3,良品铺子,银华消费主题C
014256.OF,20211231,000069.SZ,0.0294272,41.8,0.01,华侨城A,富国中证娱乐主题指数增强C
014256.OF,20211231,600258.SH,0.032056284,12.268,0.01,首旅酒店,富国中证娱乐主题指数增强C
014256.OF,20211231,600754.SH,0.041910134,7.1519,0.01,锦江酒店,富国中证娱乐主题指数增强C
014256.OF,20211231,600986.SH,0.00925614,10.98,0.01,浙文互联,富国中证娱乐主题指数增强C
014256.OF,20211231,002027.SZ,0.0828828,101.2,0.01,分众传媒,富国中证娱乐主题指数增强C
014256.OF,20211231,601888.SH,0.0799442276,3.6436,0.0,中国中免,富国中证娱乐主题指数增强C
014256.OF,20211231,300144.SZ,0.035378992000000005,24.706,0.01,宋城演艺,富国中证娱乐主题指数增强C
014256.OF,20211231,002555.SZ,0.053740618399999995,19.8892,0.01,三七互娱,富国中证娱乐主题指数增强C
014256.OF,20211231,002624.SZ,0.0419375097,20.6487,0.01,完美世界,富国中证娱乐主题指数增强C
014256.OF,20211231,603444.SH,0.03248245,0.77,0.01,吉比特,富国中证娱乐主题指数增强C
014256.OF,20211231,300413.SZ,0.06025266,10.53,0.01,芒果超媒,富国中证娱乐主题指数增强C
014256.OF,20211231,603096.SH,0.0086966,2.948,0.02,新经典,富国中证娱乐主题指数增强C
014256.OF,20211231,300662.SZ,0.01760543,2.83,0.02,科锐国际,富国中证娱乐主题指数增强C
014256.OF,20211231,605098.SH,0.00912546,1.62,0.08,行动教育,富国中证娱乐主题指数增强C
014256.OF,20211231,603613.SH,0.00882145,0.8206,0.0,国联股份,富国中证娱乐主题指数增强C
014422.OF,20211231,000568.SZ,0.03452632,1.36,0.0,泸州老窖,弘毅远方消费升级C
014422.OF,20211231,000596.SZ,0.021472,0.88,0.0,古井贡酒,弘毅远方消费升级C
014422.OF,20211231,000858.SZ,0.0345123,1.55,0.0,五粮液,弘毅远方消费升级C
014422.OF,20211231,600519.SH,0.03895,0.19,0.0,贵州茅台,弘毅远方消费升级C
014422.OF,20211231,600702.SH,0.0300036,1.32,0.0,舍得酒业,弘毅远方消费升级C
014422.OF,20211231,300856.SZ,0.0208461,3.3,0.09,科思股份,弘毅远方消费升级C
014422.OF,20211231,002705.SZ,0.021489,8.7,0.01,新宝股份,弘毅远方消费升级C
014422.OF,20211231,002555.SZ,0.0264796,9.8,0.01,三七互娱,弘毅远方消费升级C
014422.OF,20211231,300755.SZ,0.0210336,4.2,0.04,华致酒行,弘毅远方消费升级C
014422.OF,20211231,300729.SZ,0.021168,7.2,0.04,乐歌股份,弘毅远方消费升级C
014172.OF,20211231,000063.SZ,0.4116614,122.884,0.03,中兴通讯,富国中证工业4.0C
014172.OF,20211231,000725.SZ,0.47595745,942.49,0.03,京东方A,富国中证工业4.0C
014172.OF,20211231,600703.SH,0.3902450196,103.8991,0.03,三安光电,富国中证工业4.0C
014172.OF,20211231,688622.SH,0.0006854372,0.1204,0.01,禾信仪器,富国中证工业4.0C
014172.OF,20211231,688786.SH,0.0008171713,0.1513,0.01,悦安新材,富国中证工业4.0C
014172.OF,20211231,301050.SZ,0.0005469442,0.0233,0.0,雷电微力,富国中证工业4.0C
014172.OF,20211231,301155.SZ,0.00078174,0.0808,0.0,海力风电,富国中证工业4.0C
014172.OF,20211231,002415.SZ,0.48626208,92.94,0.01,海康威视,富国中证工业4.0C
014172.OF,20211231,601012.SH,0.48225883,55.9465,0.01,隆基股份,富国中证工业4.0C
014172.OF,20211231,300124.SZ,0.48278965,70.3775,0.03,汇川技术,富国中证工业4.0C
014172.OF,20211231,002475.SZ,0.570170928,115.8884,0.02,立讯精密,富国中证工业4.0C
014172.OF,20211231,000333.SZ,0.4931578245,66.8145,0.01,美的集团,富国中证工业4.0C
014172.OF,20211231,603501.SH,0.4793192172,15.4236,0.02,韦尔股份,富国中证工业4.0C
014172.OF,20211231,688103.SH,0.001054295,0.1595,0.01,国力股份,富国中证工业4.0C
014172.OF,20211231,300750.SZ,0.40966548,6.9671,0.0,宁德时代,富国中证工业4.0C
014171.OF,20211231,000830.SZ,0.01307782,8.57,0.01,鲁西化工,富国新兴成长量化精选C
014171.OF,20211231,000887.SZ,0.01380573,6.33,0.01,中鼎股份,富国新兴成长量化精选C
014171.OF,20211231,600089.SH,0.0139722,6.6,0.0,特变电工,富国新兴成长量化精选C
014171.OF,20211231,600141.SH,0.01299284,3.43,0.0,兴发集团,富国新兴成长量化精选C
014171.OF,20211231,601598.SH,0.0119168,26.6,0.02,中国外运,富国新兴成长量化精选C
014171.OF,20211231,600487.SH,0.01584576,10.48,0.0,亨通光电,富国新兴成长量化精选C
014171.OF,20211231,601233.SH,0.01268682,5.99,0.0,桐昆股份,富国新兴成长量化精选C
014171.OF,20211231,002648.SZ,0.01425068,3.56,0.0,卫星化学,富国新兴成长量化精选C
014171.OF,20211231,002709.SZ,0.015335584,1.3376,0.0,天赐材料,富国新兴成长量化精选C
014171.OF,20211231,300750.SZ,0.013524,0.23,0.0,宁德时代,富国新兴成长量化精选C
013566.OF,20211231,300034.SZ,4.477190976,777.2901,1.73,钢研高纳,华夏军工安全C
013566.OF,20211231,603712.SH,4.45981773,1029.981,1.33,七一二,华夏军工安全C
013566.OF,20211231,300593.SZ,4.4175250406,812.3437,3.81,新雷能,华夏军工安全C
013566.OF,20211231,300395.SZ,4.339622306,660.119,2.1,菲利华,华夏军工安全C
013566.OF,20211231,600862.SH,3.7072867607999997,1036.7133,0.74,中航高科,华夏军工安全C
013566.OF,20211231,600893.SH,3.6427080743999998,574.0164,0.25,航发动力,华夏军工安全C
013566.OF,20211231,600760.SH,3.5763473256,534.7014,0.27,中航沈飞,华夏军工安全C
013566.OF,20211231,301050.SZ,3.0853887308999997,126.5489,6.87,雷电微力,华夏军工安全C
013566.OF,20211231,002179.SZ,2.7167581224,270.1629,0.25,中航光电,华夏军工安全C
013566.OF,20211231,000733.SZ,2.06826776,166.42,0.32,振华科技,华夏军工安全C
014080.OF,20211231,603259.SH,1.9330247552000002,163.0144,0.06,药明康德,交银启汇C
014080.OF,20211231,002493.SZ,1.6478120680000001,907.3855,0.1,荣盛石化,交银启汇C
014080.OF,20211231,600519.SH,1.586782,7.7404,0.01,贵州茅台,交银启汇C
014080.OF,20211231,603882.SH,1.0229044938,91.8474,0.2,金域医学,交银启汇C
014080.OF,20211231,600570.SH,1.018381199,163.8586,0.11,恒生电子,交银启汇C
014080.OF,20211231,300750.SZ,0.957852,16.29,0.01,宁德时代,交银启汇C
014080.OF,20211231,000568.SZ,0.74104653,29.19,0.02,泸州老窖,交银启汇C
014080.OF,20211231,600529.SH,0.6926542,157.78,0.27,山东药玻,交银启汇C
014080.OF,20211231,300059.SZ,0.599207748,161.468,0.02,东方财富,交银启汇C
014080.OF,20211231,605376.SH,0.5862270285,72.8095,0.42,博迁新材,交银启汇C
014052.OF,20211231,2269.HK,0.0934510668,12.35,,,银华港股通精选C
014052.OF,20211231,0388.HK,0.0807967037,2.17,,,银华港股通精选C
014052.OF,20211231,1772.HK,0.0656089661,6.54,0.01,,银华港股通精选C
014052.OF,20211231,1951.HK,0.0557241412,78.25,,,银华港股通精选C
014052.OF,20211231,2899.HK,0.0556909875,73.4,0.0,,银华港股通精选C
014052.OF,20211231,1548.HK,0.05415782400000001,19.2,,,银华港股通精选C
014052.OF,20211231,6078.HK,0.05059177980000001,12.68,,,银华港股通精选C
014052.OF,20211231,0168.HK,0.050135232,8.4,0.01,,银华港股通精选C
014052.OF,20211231,3347.HK,0.048970152,6.05,0.01,,银华港股通精选C
014052.OF,20211231,9992.HK,0.0404937658,11.08,,,银华港股通精选C
014349.OF,20211231,600216.SH,1.1554684904,676.5038,0.7,浙江医药,银华鑫锐灵活配置C
014349.OF,20211231,600585.SH,1.3298194,329.98,0.08,海螺水泥,银华鑫锐灵活配置C
014349.OF,20211231,600886.SH,1.04269182,909.06,0.13,国投电力,银华鑫锐灵活配置C
014349.OF,20211231,600887.SH,1.1928017123999999,287.6994,0.05,伊利股份,银华鑫锐灵活配置C
014349.OF,20211231,601398.SH,1.85624571,4009.17,0.01,工商银行,银华鑫锐灵活配置C
014349.OF,20211231,601668.SH,1.397774,2795.548,0.07,中国建筑,银华鑫锐灵活配置C
014349.OF,20211231,601877.SH,1.04045423,193.07,0.09,正泰电器,银华鑫锐灵活配置C
014349.OF,20211231,601636.SH,0.9721180709999999,568.4901,0.21,旗滨集团,银华鑫锐灵活配置C
014349.OF,20211231,300308.SZ,1.11503,262.36,0.38,中际旭创,银华鑫锐灵活配置C
014349.OF,20211231,600025.SH,1.00309685,1522.15,0.08,华能水电,银华鑫锐灵活配置C
014174.OF,20211231,601888.SH,0.95706642,43.62,0.02,中国中免,富国国企改革C
014174.OF,20211231,002415.SZ,0.98147088,187.59,0.02,海康威视,富国国企改革C
014174.OF,20211231,688789.SH,0.00362404,0.14,0.01,宏华数科,富国国企改革C
014174.OF,20211231,000858.SZ,0.8861957064,39.8004,0.01,五粮液,富国国企改革C
014174.OF,20211231,600036.SH,0.8690477745999999,178.4126,0.01,招商银行,富国国企改革C
014174.OF,20211231,600309.SH,0.82360248,81.5448,0.06,万华化学,富国国企改革C
014174.OF,20211231,600809.SH,0.8004896687999999,25.3496,0.02,山西汾酒,富国国企改革C
014174.OF,20211231,600030.SH,0.94238803,356.83,0.04,中信证券,富国国企改革C
014174.OF,20211231,600900.SH,1.074586447,473.3861,0.02,长江电力,富国国企改革C
014174.OF,20211231,688148.SH,0.0040324,1.186,0.02,芳源股份,富国国企改革C
014174.OF,20211231,688768.SH,0.0009844578,0.0907,0.01,容知日新,富国国企改革C
014174.OF,20211231,301155.SZ,0.001019745,0.1054,0.0,海力风电,富国国企改革C
014174.OF,20211231,688248.SH,0.0027172529999999998,1.1763,0.02,南网科技,富国国企改革C
014174.OF,20211231,601166.SH,0.9504945072,499.2093,0.03,兴业银行,富国国企改革C
014174.OF,20211231,002142.SZ,0.78853929,205.9925,0.03,宁波银行,富国国企改革C
014173.OF,20211231,000063.SZ,0.1111195,33.17,0.01,中兴通讯,富国中证移动互联网C
014173.OF,20211231,000725.SZ,0.145743,288.6,0.01,京东方A,富国中证移动互联网C
014173.OF,20211231,688161.SH,0.0019555668,0.3069,0.01,威高骨科,富国中证移动互联网C
014173.OF,20211231,688071.SH,0.0006860331,0.1101,0.01,华依科技,富国中证移动互联网C
014173.OF,20211231,301050.SZ,0.0005469442,0.0233,0.0,雷电微力,富国中证移动互联网C
014173.OF,20211231,688272.SH,0.0004937067,0.1263,0.01,富吉瑞,富国中证移动互联网C
014173.OF,20211231,002241.SZ,0.1350336,24.96,0.01,歌尔股份,富国中证移动互联网C
014173.OF,20211231,601888.SH,0.1450760861,6.6121,0.0,中国中免,富国中证移动互联网C
014173.OF,20211231,300014.SZ,0.1134752542,9.6019,0.01,亿纬锂能,富国中证移动互联网C
014173.OF,20211231,300015.SZ,0.11927103439999999,28.2098,0.01,爱尔眼科,富国中证移动互联网C
014173.OF,20211231,300059.SZ,0.1474847886,39.7426,0.0,东方财富,富国中证移动互联网C
014173.OF,20211231,002415.SZ,0.1489137072,28.4621,0.0,海康威视,富国中证移动互联网C
014173.OF,20211231,002475.SZ,0.174581772,35.4841,0.01,立讯精密,富国中证移动互联网C
014173.OF,20211231,688789.SH,0.00362404,0.14,0.01,宏华数科,富国中证移动互联网C
014173.OF,20211231,603501.SH,0.1431126927,4.6051,0.01,韦尔股份,富国中证移动互联网C
014045.OF,20211231,300850.SZ,0.15833837,8.87,0.09,新强联,银华积极成长C
014045.OF,20211231,603986.SH,0.15738575,8.95,0.01,兆易创新,银华积极成长C
014045.OF,20211231,603659.SH,0.1545052139,9.6199,0.01,璞泰来,银华积极成长C
014045.OF,20211231,002475.SZ,0.154449624,31.3922,0.0,立讯精密,银华积极成长C
014045.OF,20211231,300750.SZ,0.300468,5.11,0.0,宁德时代,银华积极成长C
014045.OF,20211231,600519.SH,0.2767295,1.3499,0.0,贵州茅台,银华积极成长C
014045.OF,20211231,600690.SH,0.25664630039999997,85.8636,0.01,海尔智家,银华积极成长C
014045.OF,20211231,603259.SH,0.2372679078,20.0091,0.01,药明康德,银华积极成长C
014045.OF,20211231,000858.SZ,0.2335836996,10.4906,0.0,五粮液,银华积极成长C
014045.OF,20211231,002850.SZ,0.1799447718,11.2227,0.07,科达利,银华积极成长C
014044.OF,20211231,600809.SH,3.0708152412,97.2454,0.08,山西汾酒,银华富利精选C
014044.OF,20211231,600519.SH,2.605673,12.7106,0.01,贵州茅台,银华富利精选C
014044.OF,20211231,600436.SH,2.411870209,55.1726,0.09,片仔癀,银华富利精选C
014044.OF,20211231,300957.SZ,2.3970989987999998,124.6671,2.18,贝泰妮,银华富利精选C
014044.OF,20211231,600132.SH,2.2967168016,151.7788,0.31,重庆啤酒,银华富利精选C
014044.OF,20211231,603259.SH,2.1538302016,181.6352,0.07,药明康德,银华富利精选C
014044.OF,20211231,688185.SH,2.0993752065,70.0843,1.05,康希诺-U,银华富利精选C
