,上证指数_涨幅,上证50_涨幅,沪深300_涨幅,中证1000_涨幅,中证100_涨幅,中证500_涨幅,创业板指_涨幅,国证2000_涨幅,最优涨幅,最差涨幅,上证指数_定投,上证50_定投,沪深300_定投,中证1000_定投,中证100_定投,中证500_定投,创业板指_定投,国证2000_定投,最优定投,最差定投
2022,-7.65%,-6.73%,-7.62%,-12.95%,-6.38%,-10.58%,-12.45%,-11.13%,中证100_涨幅,中证1000_涨幅,-0.036004312,-0.021040119,-0.028506865,-0.068343366,-0.023095715,-0.054875218,-0.044928909,-0.074740397,上证50_定投,国证2000_定投
