ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
960012.OF,中银收益H,中银基金,混合型,20150924,1.5,0.25,中证800指数收益率*60%+中债综合指数收益率*40%,混合型,O,黄珺,0.03,20220930.0,,,,,0.09382675618143116,0.08615269461077843,-0.07635060639470784,0.3557840283476314,0.6599402818869645,0.22267157981796706,-0.15556989499586887,1.5501481169150155
001532.OF,华安文体健康主题A,华安基金,混合型,20170608,1.5,0.25,中证800指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,O,刘畅畅,42.79,20220930.0,,,,,,0.08899999999999998,-0.15977961432506882,0.4590163934426229,0.8786516853932584,0.6977671451355661,-0.15594175669328328,2.594
001607.OF,英大策略优选A,英大基金,混合型,20151202,0.6,0.25,1年期银行定期存款利率(税后)+2%,灵活配置型,O,张大铮 张媛 汤戈,0.57,20220930.0,,,,0.020000000000000014,0.07794117647058814,0.0823935976718807,-0.1479583263317089,0.5377137165959965,0.5241131582605331,0.1799471027662332,-0.15662061093136856,1.36515172
002808.OF,泓德优势领航,泓德基金,混合型,20161221,1.5,0.25,沪深300指数收益率*50%+中证综合债券指数收益率*50%,灵活配置型,O,王克玉,12.41,20220930.0,,,,,0.00099999999999989,0.06693306693306711,-0.14887640449438205,0.44224422442244216,0.5858886346300535,0.09658025107017464,-0.15728732839159612,0.92130062
003714.OF,英大睿盛C,英大基金,混合型,20161130,0.6,0.15,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O,张媛 汤戈,2.19,20220930.0,,,,,0.008499999999999952,0.08844819038175503,-0.16918731778425644,0.5192784100877192,0.4825833429075298,0.26215074527830623,-0.1584274176438094,1.1819968900000002
481008.OF,工银瑞信大盘蓝筹,工银瑞信基金,混合型,20080804,1.5,0.25,沪深300指数收益率*80%+上证国债指数收益率*20%,混合型,O,王筱苓,4.05,20220930.0,-0.01956666984823917,0.035922897196261835,0.4761770510290385,0.07130124777183608,-0.06566436890896127,0.2830884691216688,-0.1363140676117775,0.2866151744719926,0.578495996526503,0.08692694258054799,-0.15850836357440812,2.0892512455855683
610002.OF,信澳精华A,信达澳亚基金,混合型,20080730,1.5,0.25,沪深300指数收益率*60%+中国债券总指数收益率*40%,灵活配置型,O,张剑滔,3.74,20220930.0,0.08386553442346828,-0.013209013209013193,0.7055774278215222,-0.05212941945908512,-0.08076954298238488,0.22213882020487452,-0.15260666931608804,0.7407648646344063,0.4184424732092729,0.3327040746348278,-0.15902777745387178,3.5553134605937253
151001.OF,银河稳健,银河基金,混合型,20030804,1.5,0.25,上证A股指数涨跌幅*75%+上证国债指数涨跌幅*25%,稳健型,O,袁曦,10.68,20220930.0,0.0370985862746934,0.2302015391906835,0.1767598011337577,0.5046302070341733,-0.07554422720255309,0.13632288000717316,-0.15893869901859245,0.3477861805685869,0.743186552831507,0.1088046054176686,-0.1594326507022585,3.3700479285647407
001608.OF,英大策略优选C,英大基金,混合型,20151202,0.6,0.25,1年期银行定期存款利率(税后)+2%,灵活配置型,O,张大铮 张媛 汤戈,0.02,20220930.0,,,,0.018999999999999902,-0.06418056918547586,0.07811680822061448,-0.052324450496012406,0.5427467261904761,0.5182297695434928,0.17514977198966974,-0.1600119936294526,1.25286785
001695.OF,泓德泓业,泓德基金,混合型,20150827,0.8,0.15,一年期银行定期存款利率(税后)+3%,灵活配置型,O,操昭煦 秦毅,1.21,20220930.0,,,,0.03400000000000003,0.05705996131528041,0.0749313815187558,-0.12486169035662613,0.4570420735265512,0.7125920512166809,0.1185449512373424,-0.162105020180492,1.4046210600000002
519150.OF,新华优选消费,新华基金,混合型,20120613,1.5,0.25,中证内地消费主题指数收益率*80%+上证国债指数收益率*20%,混合型,O,蔡春红,5.73,20220930.0,0.08600000000000008,0.3314917127071822,0.2642461964038728,0.6337180679393907,-0.135806602825956,0.041534289035257715,-0.08611710438211444,0.30738111120149675,0.9946428571428572,0.13106535393772598,-0.16326315201942326,5.06780791
519767.OF,交银科技创新A,交银施罗德基金,混合型,20160505,1.5,0.25,沪深300指数*60%+中证综合债券指数*40%,灵活配置型,O,芮晨,3.84,20220930.0,,,,,0.04699999999999993,-0.1041069723018147,-0.048400852878464816,0.5089787698857273,0.6214392829477775,0.2653721713966499,-0.1641213022529534,1.30994819
519694.OF,交银蓝筹,交银施罗德基金,混合型,20070808,1.5,0.25,中证100指数*75%+中证综合债券指数*25%,混合型,O,王少成,16.1,20220930.0,0.10219981668194328,0.05391545391545383,0.08876906891109942,0.4745742239400896,-0.14179226736566186,0.17562279278419388,-0.15547617114557116,0.49472200538358,0.4954468032916925,0.063210215900589,-0.16484868761987995,2.1539627100519407
020018.OF,国泰金鹿,国泰基金,混合型,20140826,1.5,0.25,沪深300指数收益率*80%+中债综合指数收益率*20%,混合型,O,李海 赵大震,1.47,20220930.0,,,0.02402402402402393,0.2699902248289345,-0.07256370843596056,0.0020040081657183013,0.0330000024599536,0.3961038954270456,0.4950983887895021,0.09275389908560308,-0.1677032244889237,1.3700225625625624
001651.OF,工银瑞信新蓝筹A,工银瑞信基金,股票型,20150806,1.5,0.25,沪深300指数收益率*80%+中债综合财富指数收益率*20%,股票型,O,王筱苓,3.65,20220930.0,,,,0.016999999999999904,0.046214355948869384,0.30169172932330823,-0.16690751445086696,0.3781439722463139,0.6217747010698552,0.09196740395809083,-0.17093105899076044,1.3330000000000002
450011.OF,国富研究精选,国海富兰克林基金,混合型,20120522,1.5,0.25,沪深300指数收益率*80%+中债国债总指数(全价)收益率*20%,混合型,O,徐荔蓉,6.49,20220930.0,0.024000000000000018,0.08496093749999996,0.3321332133213321,0.11418918918918923,-0.2371134020618557,0.12321144674085853,-0.1670205237084218,0.5573491928632115,0.6001091107474086,0.236617797476986,-0.1734215605183346,1.998
000042.OF,财通中证ESG100指数增强A,财通基金,股票型,20130322,1.0,0.15,中证财通中国可持续发展100(ECPI ESG)指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O,朱海东 陈曦,1.73,20220930.0,,-0.05500000000000005,0.48994708994709,0.11718750000000006,-0.08518753973299421,0.2077136900625434,-0.1695627157652474,0.3091128299272601,0.36006128831675394,0.1322890431122396,-0.17468138722443866,1.4017693100000002
001880.OF,长城中国智造A,长城基金,混合型,20170315,1.5,0.25,中证工业4.0指数收益率*55%+中债综合财富指数收益率*45%,灵活配置型,O,雷俊,1.42,20220930.0,,,,,,0.016999999999999904,-0.10481809242871183,0.3272188049209138,0.923032359513366,0.13754518850060266,-0.17516646489104118,1.1802
000976.OF,长城新兴产业,长城基金,混合型,20150217,1.5,0.25,中证新兴产业指数收益率*55%+中债综合财富指数收益率*45%,灵活配置型,O,陈良栋,1.53,20220930.0,,,,0.131,0.030946065428823975,0.06603773584905676,-0.17160096540627515,0.3534039040497231,0.6576492537313432,0.35024457815678994,-0.17619902539112606,1.5696
