ts_code,end_date,symbol,mkv,amount,stk_float_ratio,stock_name,fund_name
001603.OF,20211231,603882.SH,1.2113614667000001,108.7691,0.24,金域医学,易方达安盈回报
001603.OF,20211231,688188.SH,1.0136210344,26.2964,0.98,柏楚电子,易方达安盈回报
001182.OF,20211231,002241.SZ,3.5076346330000003,648.3613,0.22,歌尔股份,易方达安心回馈
001182.OF,20211231,600089.SH,2.100777429,992.337,0.26,特变电工,易方达安心回馈
001182.OF,20211231,600219.SH,2.0755702068,4406.7308,0.37,南山铝业,易方达安心回馈
001182.OF,20211231,600438.SH,2.46196464,547.59,0.12,通威股份,易方达安心回馈
001182.OF,20211231,601799.SH,1.689780675,82.731,0.29,星宇股份,易方达安心回馈
001182.OF,20211231,603179.SH,1.9012916984000001,439.3003,1.17,新泉股份,易方达安心回馈
001182.OF,20211231,603236.SH,1.7109310169999998,83.9103,0.85,移远通信,易方达安心回馈
001182.OF,20211231,603666.SH,2.0290141344,271.2612,1.32,亿嘉和,易方达安心回馈
001182.OF,20211231,603712.SH,1.4678392569999998,338.9929,0.44,七一二,易方达安心回馈
001182.OF,20211231,603997.SH,1.4049498,873.725,0.99,继峰股份,易方达安心回馈
160632.SZ,20211231,000568.SZ,6.2190914704999996,244.9715,0.17,泸州老窖,酒LOF
160632.SZ,20211231,000596.SZ,1.48837804,60.9991,0.16,古井贡酒,酒LOF
160632.SZ,20211231,000799.SZ,2.408033,113.3192,0.35,酒鬼酒,酒LOF
160632.SZ,20211231,000858.SZ,7.1217622872,319.8492,0.08,五粮液,酒LOF
160632.SZ,20211231,002304.SZ,3.3543096831,203.6247,0.16,洋河股份,酒LOF
160632.SZ,20211231,600132.SH,1.8193400316,120.2313,0.25,重庆啤酒,酒LOF
160632.SZ,20211231,600519.SH,7.774748,37.9256,0.03,贵州茅台,酒LOF
160632.SZ,20211231,600600.SH,1.748637,176.63,0.25,青岛啤酒,酒LOF
160632.SZ,20211231,600809.SH,5.0972670774,161.4183,0.13,山西汾酒,酒LOF
160632.SZ,20211231,603369.SH,1.688392672,310.3663,0.25,今世缘,酒LOF
160632.SZ,20211231,688167.SH,0.0035581338,0.2014,0.01,炬光科技,酒LOF
160632.SZ,20211231,688239.SH,0.0033230796000000003,0.4926,0.02,航宇科技,酒LOF
160632.SZ,20211231,688257.SH,0.001771289,0.2899,0.01,新锐股份,酒LOF
160632.SZ,20211231,688262.SH,0.0029927542,0.7129,0.01,国芯科技,酒LOF
160632.SZ,20211231,688733.SH,0.0025690224,0.3409,0.01,壹石通,酒LOF
160633.SZ,20211231,000166.SZ,0.5618742272,1097.4106,0.05,申万宏源,券商LOF
160633.SZ,20211231,000776.SZ,0.7087838812999999,288.2407,0.05,广发证券,券商LOF
160633.SZ,20211231,300059.SZ,2.7405542028,738.4948,0.09,东方财富,券商LOF
160633.SZ,20211231,600030.SH,2.1911170063,829.6543,0.08,中信证券,券商LOF
160633.SZ,20211231,600837.SH,1.1527792342,940.2767,0.11,海通证券,券商LOF
160633.SZ,20211231,600958.SH,0.599562766,406.759,0.07,东方证券,券商LOF
160633.SZ,20211231,600999.SH,0.637896769,361.4146,0.05,招商证券,券商LOF
160633.SZ,20211231,601211.SH,0.7857788920000001,439.228,0.06,国泰君安,券商LOF
160633.SZ,20211231,601377.SH,0.5154998679999999,521.761,0.08,兴业证券,券商LOF
160633.SZ,20211231,601688.SH,0.8908304112000001,501.5937,0.07,华泰证券,券商LOF
160633.SZ,20211231,601728.SH,0.0168242697,39.4011,0.01,中国电信,券商LOF
160633.SZ,20211231,688262.SH,0.0029927542,0.7129,0.01,国芯科技,券商LOF
160633.SZ,20211231,688303.SH,0.0231650433,3.8283,0.02,大全能源,券商LOF
160633.SZ,20211231,688772.SH,0.005066064,1.296,0.01,珠海冠宇,券商LOF
160633.SZ,20211231,688778.SH,0.005112555,0.5075,0.01,厦钨新能,券商LOF
161121.SZ,20211231,000001.SZ,1.3418994912,814.2594,0.04,平安银行,银行LOF易方达
161121.SZ,20211231,002142.SZ,1.2738351384,332.7678,0.05,宁波银行,银行LOF易方达
161121.SZ,20211231,600000.SH,0.8404484462,985.2854,0.03,浦发银行,银行LOF易方达
161121.SZ,20211231,600016.SH,0.812432712,2083.1608,0.06,民生银行,银行LOF易方达
161121.SZ,20211231,600036.SH,2.7368551312,561.8672,0.03,招商银行,银行LOF易方达
161121.SZ,20211231,601166.SH,2.3235420208,1220.3477,0.06,兴业银行,银行LOF易方达
161121.SZ,20211231,601229.SH,0.5950295868,834.5436,0.06,上海银行,银行LOF易方达
161121.SZ,20211231,601288.SH,0.8664069456,2946.9624,0.01,农业银行,银行LOF易方达
161121.SZ,20211231,601328.SH,1.062939225,2305.725,0.06,交通银行,银行LOF易方达
161121.SZ,20211231,601398.SH,1.3618307433,2941.3191,0.01,工商银行,银行LOF易方达
161723.OF,20211231,000001.SZ,1.1934258976,724.1662,0.04,平安银行,招商中证银行指数A
161723.OF,20211231,002142.SZ,1.132831524,295.933,0.05,宁波银行,招商中证银行指数A
161723.OF,20211231,600000.SH,0.7474577981999999,876.2694,0.03,浦发银行,招商中证银行指数A
161723.OF,20211231,600016.SH,0.722504445,1852.5755,0.05,民生银行,招商中证银行指数A
161723.OF,20211231,600036.SH,2.4643017359,505.9129,0.02,招商银行,招商中证银行指数A
161723.OF,20211231,600941.SH,0.035930495800000004,6.2401,0.01,中国移动,招商中证银行指数A
161723.OF,20211231,601166.SH,2.0590314864,1081.4241,0.06,兴业银行,招商中证银行指数A
161723.OF,20211231,601229.SH,0.5291608643,742.1611,0.05,上海银行,招商中证银行指数A
161723.OF,20211231,601288.SH,0.770512995,2620.7925,0.01,农业银行,招商中证银行指数A
161723.OF,20211231,601328.SH,0.9453456393,2050.6413,0.05,交通银行,招商中证银行指数A
161723.OF,20211231,601398.SH,1.2111016026,2615.7702,0.01,工商银行,招商中证银行指数A
161723.OF,20211231,601728.SH,0.0168242697,39.4011,0.01,中国电信,招商中证银行指数A
161723.OF,20211231,688162.SH,0.0046814105,0.5671,0.02,巨一科技,招商中证银行指数A
161723.OF,20211231,688235.SH,0.0277704867,1.9217,0.03,百济神州-U,招商中证银行指数A
161723.OF,20211231,688739.SH,0.0064421206,0.8462,0.02,成大生物,招商中证银行指数A
110003.OF,20211231,000001.SZ,9.911655721599999,6014.3542,0.31,平安银行,易方达上证50增强A
110003.OF,20211231,000333.SZ,2.1965996239,297.6019,0.04,美的集团,易方达上证50增强A
110003.OF,20211231,000661.SZ,8.288336166,305.3919,0.83,长春高新,易方达上证50增强A
110003.OF,20211231,000858.SZ,13.549629177,608.5345,0.16,五粮液,易方达上证50增强A
110003.OF,20211231,002352.SZ,2.7568,400.0,0.09,顺丰控股,易方达上证50增强A
110003.OF,20211231,600036.SH,21.7499814064,4465.1984,0.22,招商银行,易方达上证50增强A
110003.OF,20211231,600276.SH,17.8721674912,3524.3872,0.55,恒瑞医药,易方达上证50增强A
110003.OF,20211231,600309.SH,4.74651015,469.9515,0.33,万华化学,易方达上证50增强A
110003.OF,20211231,600519.SH,38.2763905,186.7141,0.15,贵州茅台,易方达上证50增强A
110003.OF,20211231,600809.SH,4.6217371332,146.3594,0.12,山西汾酒,易方达上证50增强A
110003.OF,20211231,600887.SH,24.263963334,5852.379,0.98,伊利股份,易方达上证50增强A
110003.OF,20211231,601012.SH,11.481448652000001,1331.9546,0.25,隆基股份,易方达上证50增强A
110003.OF,20211231,601166.SH,7.197634460800001,3780.2702,0.19,兴业银行,易方达上证50增强A
110003.OF,20211231,601668.SH,6.8821063,13764.2126,0.34,中国建筑,易方达上证50增强A
110003.OF,20211231,601899.SH,8.020800311,8268.8663,0.4,紫金矿业,易方达上证50增强A
