stock_name,hold_num
贵州茅台,2250
宁德时代,2074
药明康德,1616
招商银行,1417
东方财富,1382
五粮液,1357
隆基股份,1163
海康威视,986
中国中免,792
迈瑞医疗,789
美的集团,785
伊利股份,633
天赐材料,619
三峡能源,618
兴业银行,602
阳光电源,601
宁波银行,583
恩捷股份,581
平安银行,576
比亚迪,573
山西汾酒,562
亿纬锂能,554
泸州老窖,543
智飞生物,538
赣锋锂业,515
通威股份,495
紫光国微,493
万华化学,487
中国平安,484
北方华创,481
天齐锂业,465
泰格医药,437
中信证券,435
爱尔眼科,433
保利发展,429
立讯精密,410
长江电力,390
海尔智家,385
凯莱英,381
万科A,377
华友钴业,342
歌尔股份,321
韦尔股份,300
紫金矿业,298
长春高新,296
酒鬼酒,286
海大集团,274
新宙邦,260
先导智能,257
汇川技术,246
璞泰来,244
工商银行,243
北方稀土,239
恒瑞医药,239
华鲁恒升,238
通策医疗,238
福斯特,236
康龙化成,233
恒生电子,229
东方盛虹,229
天华超净,226
广发证券,225
中环股份,224
珠海冠宇,224
正泰电器,216
中兴通讯,208
京东方A,203
华泰证券,203
药石科技,199
中国电信,197
圣邦股份,196
博腾股份,189
中航光电,181
中国建筑,180
格力电器,178
中国神华,177
兆易创新,174
士兰微,174
卓胜微,173
三一重工,173
晶盛机电,171
欣旺达,170
振华科技,168
特变电工,167
杉杉股份,165
国电南瑞,163
九洲药业,160
广联达,159
洋河股份,158
抚顺特钢,158
兖矿能源,157
荣盛石化,157
陕西煤业,157
舍得酒业,154
深信服,154
欧普康视,152
牧原股份,149
卫星化学,148
顺丰控股,147
长城汽车,147
分众传媒,146
诺德股份,145
明泰铝业,145
天合光能,144
东方证券,143
丽臣实业,143
大华股份,138
东方雨虹,138
中国太保,138
建设银行,137
赛轮轮胎,136
古井贡酒,135
农业银行,135
科沃斯,134
普洛药业,132
中国宝安,132
科大讯飞,130
邮储银行,130
沃森生物,130
片仔癀,127
晶晨股份,123
杭州银行,123
中航机电,122
中科创达,120
兴发集团,120
韵达股份,119
安井食品,118
海螺水泥,117
华尔泰,116
宝信软件,114
闻泰科技,113
晶澳科技,113
三环集团,112
中材科技,111
杰瑞股份,111
中国巨石,111
宏发股份,111
华能国际,110
航发动力,109
福耀玻璃,109
桐昆股份,109
天奈科技,109
芒果超媒,109
三安光电,108
百润股份,108
华域汽车,107
星宇股份,107
融捷股份,106
中国电建,106
江苏银行,105
中国石油,104
华利集团,104
思瑞浦,103
广汇能源,102
美迪西,101
潍柴动力,101
招商蛇口,98
爱美客,98
中芯国际,96
南京银行,96
迈为股份,96
永兴材料,96
金地集团,96
上机数控,95
金山办公,95
合盛硅业,94
嘉元科技,93
重庆啤酒,92
亿联网络,92
交通银行,92
春雪食品,92
格林美,91
中航沈飞,91
德方纳米,90
立高食品,90
青岛啤酒,90
昭衍新药,89
用友网络,89
斯达半导,89
三七互娱,88
孩子王,88
中国铝业,88
法拉电子,86
水井坊,86
中微公司,85
海通证券,85
周大生,84
容百科技,83
贝达药业,82
盛新锂能,81
万泰生物,81
雅化集团,81
传音控股,80
吉比特,80
旗滨集团,79
