ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
009728.OF,中银证券安泰A,中银证券,20200729,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.8,0.1,刘先政 王文华,0.52,20220930,,,,,,,,,0.04049999999999998,0.053916386352715076,-0.09392668247309865,-0.006399999999999961
009731.OF,中信保诚安鑫回报C,中信保诚基金,20200729,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.7,0.15,陈岚 韩海平,0.6,20220930,,,,,,,,,0.0343,0.029778594218311843,-0.07173035395737482,-0.011299999999999977
007619.OF,中欧润逸63个月定开,中欧基金,20200729,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.50%,0.15,0.05,LI TONG,81.98,20220930,,,,,,,,,0.014399999999999968,0.03607633083596214,0.038655101038793035,0.09162218000000011
009730.OF,中信保诚安鑫回报A,中信保诚基金,20200729,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.7,0.15,陈岚 韩海平,1.79,20220930,,,,,,,,,0.03610000000000002,0.033877038895859385,-0.06805451829723672,-0.0017000000000000348
009543.OF,申万菱信安泰富利三年定开A,申万菱信基金,20200729,债券型,债券型,中国人民银行公布的三年银行定期整存整取存款利率(税后)+1.00%,0.15,0.05,叶瑜珍,40.28,20220930,,,,,,,,,0.012499999999999956,0.032914923456790125,0.034759374395573736,0.08217863000000003
009585.OF,中信建投稳丰63个月,中信建投基金,20200728,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+0.5%,0.15,0.05,许健,80.12,20220930,,,,,,,,,0.013531659999999945,0.03637376261142162,0.03818366420137174,0.0905056500000001
519717.OF,交银中高等级信用债,交银施罗德基金,20200728,债券型,债券型,中债高信用等级债券财富指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.2,0.1,连端清,32.53,20220930,,0.042590699999999926,0.035073802212124076,0.03901297818840893,0.024085280882793058,0.04250003527501528,0.04288665278037754,0.031011845028742855,-0.9999212238331916,0.037501233593210115,0.025807695234471784,-0.9998921568370001
519722.OF,交银裕惠纯债,交银施罗德基金,20200728,债券型,债券型,中债综合全价指数收益率,0.3,0.1,连端清,5.5,20220930,,0.025966409999999995,0.022148522386809893,0.03706219964612048,0.015438200419157859,0.04336348569929656,0.04434251401727853,0.03149089893693016,-0.9999184566125451,0.03351458230350968,0.02066194757987358,-0.9998933000000001
009833.OF,创金合信泰博66个月,创金合信基金,20200727,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.5%,0.15,0.05,吕沂洋 闫一帆,81.5,20220930,,,,,,,,,0.013820970000000043,0.03701659475439722,0.040239866266313935,0.0936553200000001
007600.OF,泰康润颐63个月,泰康基金,20200727,债券型,债券型,该封闭期起始日的中债5年期国开债到期收益率,0.15,0.05,经惠云,84.72,20220930,,,,,,,,,0.013700000000000045,0.0366014895925815,0.0394451793163539,0.09225203999999998
000135.OF,中信保诚嘉鸿C,中信保诚基金,20200724,债券型,债券型,中债综合财富(总值)指数收益率,0.2,0.05,邢恭海,0.0,20200930,,,,,,0.026627219999999945,0.042557781980403095,0.030943177034619195,-0.9999095398373219,0.0,0.0,-0.999900234773
009834.OF,东方红鑫泰66个月定开债,东证资管,20200724,债券型,债券型,同期中国人民银行公布的三年期银行定期存款利率(税后)+1.25%,0.15,0.05,丁锐,80.01,20220930,,,,,,,,,0.01473184999999999,0.03617558668331926,0.038504694279524555,0.09192576000000008
000090.OF,民生加银高等级信用债A,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1,李文君,1.03,20220930,,0.031116669999999975,0.05068455541505317,0.046130024232715824,0.03451514553745636,0.04582509682503418,0.04520243014415709,0.03305357373486592,-0.9999233796384435,0.009765239692247012,0.02354205333593827,-0.99989522
000715.OF,民生加银高等级信用债E,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1,李文君,6.15,20220930,,,0.015963739999999962,0.043619292948388226,0.03203427443876676,0.04330969167661656,0.04269303403489282,0.030550740400990435,-0.9999173905090846,0.007306477093207024,0.02087825916486973,-0.99989585
008863.OF,中银证券汇兴一年定开,中银证券,20200724,债券型,债券型,中债综合全价指数收益率,0.3,0.1,曹张琪 王玉玺,29.99,20220930,,,,,,,,,0.012610749999999893,0.05791944239185701,0.014144606830494823,0.08641315999999999
009802.OF,东海祥泰三年定开,东海基金,20200724,债券型,债券型,中证综合债指数收益率,0.15,0.05,张浩硕 邢烨,10.55,20220930,,,,,,,,,0.012799999999999923,0.03203903041074255,0.03337258936536977,0.08013179999999998
009809.OF,易方达恒智63个月定开,易方达基金,20200724,债券型,债券型,每个封闭期起始日中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05,藏海涛,81.39,20220930,,,,,,,,,0.0147155699999999,0.03609359221717668,0.03901847004247816,0.0923619899999999
000089.OF,民生加银高等级信用债C,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1,李文君,6.79,20220930,,0.029513940000000002,0.04979446902875347,0.04362893050639704,0.032037236880124345,0.043325630703821075,0.04268616875271048,0.0305514886651887,-0.9999223462747979,0.007306477093207024,0.02087825916486973,-0.99989585
000134.OF,中信保诚嘉鸿A,中信保诚基金,20200724,债券型,债券型,中债综合财富(总值)指数收益率,0.2,0.05,邢恭海,77.85,20220930,,,,,,0.024811280000000078,0.03951264781867966,0.027925150472698165,-0.9999077585856171,0.04785680621287783,0.027992755396965593,-0.999891246171
009711.OF,招商添盛78个月定开债,招商基金,20200723,债券型,债券型,三年期定期存款利率(税后)+0.5%,0.15,0.05,黄晓婷,80.11,20220930,,,,,,,,,0.014624179999999987,0.0361675788172128,0.03843174662939191,0.0917247699999999
009866.OF,永赢瑞宁87个月定开债,永赢基金,20200723,债券型,债券型,同期三年期银行定期存款利率(税后)+0.25%,0.15,0.05,谢越,84.05,20220930,,,,,,,,,0.015829960000000032,0.03831449310670058,0.040324257772429595,0.09728302000000011
007723.OF,鹏华锦润86个月定开,鹏华基金,20200722,债券型,债券型,三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05,应琛 邓明明,82.78,20220930,,,,,,,,,0.015229939999999997,0.038507040089853825,0.04170394807877939,0.09829288999999997
009851.OF,上银聚远盈42个月定开,上银基金,20200722,债券型,债券型,三年期定期存款利率(税后)+1.5%,0.15,0.05,葛沁沁,84.2,20220930,,,,,,,,,0.013720509999999964,0.03274993420030542,0.03431296298257956,0.08284270999999999
009670.OF,东方红益丰纯债,东证资管,20200721,债券型,债券型,中债综合指数收益率*80%+同期中国人民银行公布的一年期银行定期存款(税后)收益率*20%,0.3,0.05,徐觅 陈觉平,2.01,20220930,,,,,,,,,0.011700000000000044,0.022806928931501318,0.030938897881031553,0.06678852999999996
009759.OF,鹏扬淳安66个月A,鹏扬基金,20200721,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05,陈钟闻,82.33,20220930,,,,,,,,,0.014635959999999892,0.03853583111720188,0.042619886313058804,0.09864589999999995
009760.OF,鹏扬淳安66个月C,鹏扬基金,20200721,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05,陈钟闻,0.0,20200721,,,,,,,,,0.0,,,0.0
485022.OF,工银瑞信尊益中短债F,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05,谷衡,3.65,20220930,,0.040896810000000006,0.05786700412695094,0.05050251133292216,0.03250762677712327,0.0389630567105067,0.0428039016093228,0.03375560898429552,-0.9999252130304956,0.015142149734721878,0.025669851118988517,-0.999894026593
485122.OF,工银瑞信尊益中短债C,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05,谷衡,21.33,20220930,,0.03807999,0.05481297255330011,0.047458345001732606,0.029516886053738863,0.035942580426042134,0.03976997695153064,0.03072990745471907,-0.9999225032807719,0.05257975580937366,0.023199251637044113,-0.99989062
009655.OF,工银瑞信尊益中短债A,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05,谷衡,22.43,20220930,,,,,,,,,0.011500000000000066,0.05546218487394961,0.026320719370550572,0.0956999999999999
009732.OF,兴业稳泰66个月定开,兴业基金,20200717,债券型,债券型,该封闭期起始日的三年期定存利率(税后)+1%,0.15,0.05,唐丁祥,81.29,20220930,,,,,,,,,0.015026940000000044,0.0356093307237737,0.03809235215376914,0.09121296000000001
009238.OF,兴业绿色纯债一年定开C,兴业基金,20200717,债券型,债券型,中债—中国绿色债券全价指数收益率,0.3,0.1,冯小波,0.0,20220930,,,,,,,,,0.01079999999999992,0.03797818559556805,0.02228842895558256,0.07257311
009237.OF,兴业绿色纯债一年定开A,兴业基金,20200717,债券型,债券型,中债—中国绿色债券全价指数收益率,0.3,0.1,冯小波,13.37,20220930,,,,,,,,,0.012599999999999945,0.04225468101915863,0.02646945397067534,0.08332260999999996
009675.OF,中融融慧双欣一年定开A,中融基金,20200716,债券型,债券型,中债总指数(全价)收益率*90%+沪深300指数收益率*10%,0.6,0.16,哈默 钱文成,2.23,20220930,,,,,,,,,0.04239999999999999,0.03194551036070616,-0.017951817421214225,0.05638922999999996
009676.OF,中融融慧双欣一年定开C,中融基金,20200716,债券型,债券型,中债总指数(全价)收益率*90%+沪深300指数收益率*10%,0.6,0.16,哈默 钱文成,0.04,20220930,,,,,,,,,0.04049999999999998,0.02787121576165297,-0.02185978494623637,0.0461209600000001
009561.OF,博时富盛一年定开,博时基金,20200716,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,李汉楠,10.29,20220930,,,,,,,,,0.010000000000000009,0.04475247524752466,0.021100094768764392,0.0774648200000001
008805.OF,招商添华C,招商基金,20200716,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,向霈,0.01,20220930,,,,,,,,,0.008000000000000007,0.016468253968253917,0.018251024790161954,0.043299999999999894
009509.OF,平安惠润,平安基金,20200716,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,高勇标,10.12,20220930,,,,,,,,,0.012299999999999978,0.027761157759557523,0.021331645627728213,0.06259612000000003
009212.OF,易方达恒茂39个月定期,易方达基金,20200716,债券型,债券型,每个封闭期起始日中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.5%,0.15,0.05,藏海涛,81.27,20220930,,,,,,,,,0.013614390000000087,0.032972381143878585,0.03529188265381621,0.08398752999999992
008804.OF,招商添华A,招商基金,20200716,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,向霈,0.14,20220930,,,,,,,,,0.011200000000000099,0.01809731012658226,0.014181641573579354,0.04410000000000003
009235.OF,景顺长城弘远66个月定开,景顺长城基金,20200716,债券型,债券型,三年期银行定期存款利率(税后)+1.25%,0.15,0.05,何江波,86.58,20220930,,,,,,,,,0.014399999999999968,0.03637618296529962,0.039311433463331144,0.09262810999999993
008684.OF,宝盈盈旭A,宝盈基金,20200715,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,卢贤海,0.02,20220930,,,,,,,,,0.010299999999999976,0.016628724141344083,-0.006717943725051024,0.020199999999999996
008624.OF,汇安裕鑫12个月定开,汇安基金,20200715,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,张昆,10.33,20220930,,,,,,,,,0.021862980000000087,0.06442363730605055,0.032763464386633114,0.12333177000000006
008608.OF,广发汇浦三年,广发基金,20200715,债券型,债券型,三年期定存利率(税后)+1%,0.15,0.05,刘志辉,80.74,20220930,,,,,,,,,0.012829570000000068,0.03141784258925213,0.03353381856930922,0.07968160999999996
008685.OF,宝盈盈旭C,宝盈基金,20200715,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,卢贤海,0.08,20220930,,,,,,,,,0.008499999999999952,0.012493802677243376,-0.008520223288610254,0.012399999999999967
009871.OF,景顺长城景瑞收益债C,景顺长城基金,20200713,债券型,债券型,中证综合债券指数收益率,0.3,0.1,彭成军 彭琦岭 赵天彤,1.5,20220930,,,,,,,,,0.010941737585336243,0.030048482886216536,0.021864180144525115,0.0640865893575237
008559.OF,永赢邦利C,永赢基金,20200713,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1,吴玮 谢越,0.03,20220930,,,,,,,,,0.017400000000000082,0.045209563593473535,0.025267026294931022,0.09026507000000006
008558.OF,永赢邦利A,永赢基金,20200713,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1,吴玮 谢越,49.37,20220930,,,,,,,,,0.01770000000000005,0.048172811241033606,0.027484503580851097,0.09604389000000002
009599.OF,嘉实致嘉,嘉实基金,20200713,债券型,债券型,中债总全价指数收益率,0.3,0.05,刘宁,106.36,20220930,,,,,,,,,0.013621410000000056,0.04236556131938839,0.024651841977776975,0.08261030000000003
009756.OF,华宝宝利,华宝基金,20200709,债券型,债券型,中债综合全价指数收益率,0.15,0.05,林昊,81.2,20220930,,,,,,,,,0.017137130000000056,0.04052901893375958,0.044699458322668355,0.10566885000000004
008027.OF,工银泰和39个月定开A,工银瑞信基金,20200708,债券型,债券型,封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.5%,0.15,0.05,王朔,78.74,20220930,,,,,,,,,0.0135356900000001,0.03306163791824636,0.03544786104862505,0.08416033999999994
009255.OF,中银添盛39个月定开,中银基金,20200708,债券型,债券型,该封闭期起始日公布的三年定期存款利率(税后)+1.5%,0.15,0.05,陈鹄飞,82.22,20221231,,,,,,,,,0.012499999999999956,0.03332476049382724,0.034895180779134116,0.08275009999999994
009443.OF,工银泰和39个月定开C,工银瑞信基金,20200708,债券型,债券型,封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.5%,0.15,0.05,王朔,0.0,20220930,,,,,,,,,0.011224719999999966,0.028217901951605718,0.030342799703192966,0.07130857000000002
009788.OF,前海开源惠泽两年定开,前海开源基金,20200707,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构两年期定期存款利率(税后)+1%,0.15,0.05,李炳智,0.1,20220727,,,,,,,,,0.010999999999999899,0.028598981206726073,0.01996576503949275,0.06067624000000005
009803.OF,易方达7-10年国开行C,易方达基金,20200707,债券型,被动指数型,中债-7-10年期国开行债券指数收益率,0.15,0.05,杨真,30.8,20220930,,,,,,,,,0.01788321167883197,0.06630838114019363,0.03488566739664528,0.12324151459853998
009764.OF,惠升和悦C,惠升基金,20200707,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+中证港股通综合指数收益率*5%,0.3,0.1,范习辉,0.0,20220930,,,,,,,,,0.012560340000000059,0.016054559276931467,-0.07981438478998024,-0.05329781
009763.OF,惠升和悦A,惠升基金,20200707,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+中证港股通综合指数收益率*5%,0.3,0.1,范习辉,31.87,20220930,,,,,,,,,0.014488929999999955,0.019951996913362212,-0.07608630197166123,-0.043998769999999965
008857.OF,华夏鼎航A,华夏基金,20200703,债券型,债券型,中债综合指数收益率,0.3,0.1,孙蕾,11.75,20220930,,,,,,,,,0.014000000000000012,0.05996055226824454,0.030982508373651012,0.10810000000000008
008858.OF,华夏鼎航C,华夏基金,20200703,债券型,债券型,中债综合指数收益率,0.3,0.1,孙蕾,0.11,20220930,,,,,,,,,0.015900000000000025,0.0586671916527216,0.02993956299395631,0.1076999999999999
008508.OF,中融聚锦一年定开,中融基金,20200703,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1,石霄蒙,15.45,20220930,,,,,,,,,0.023633929999999914,0.06218881392491555,0.02937185688881465,0.11922831
009451.OF,中金新盛1年定开,中金基金,20200703,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,石玉,2.31,20220930,,,,,,,,,0.011914390000000052,0.024705232228192764,-0.00672005605248044,0.02994585000000005
008478.OF,天弘鑫意39个月定开债,天弘基金,20200702,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.00%,0.15,0.05,柴文婷,83.44,20220930,,,,,,,,,0.014939929999999935,0.03255721745029794,0.03604325659501035,0.08575628999999996
009399.OF,国新国证雄安建设发展三年定开,国新国证基金,20200701,债券型,债券型,中债综合财富(总值)指数收益率,0.6,0.15,苏莹 黄诺楠,7.88,20220930,,,,,,,,,0.014899999999999913,0.049857128781160685,0.016893477240732067,0.08349999999999991
091021.OF,大成月添利一个月滚动持有B,大成基金,20200630,债券型,债券型,中债-新综合全价(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%,0.27,0.08,曾婷婷,0.77,20220930,0.011174730000000091,0.05063706447648261,0.05540176791181563,0.04824934820770216,0.03062384507309283,0.04171915328368707,0.0432295047803878,0.029834481487034877,-0.9999255445761442,0.016950832672482274,0.01744809435617509,-0.9998956200000001
007930.OF,淳厚稳鑫A,淳厚基金,20200630,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1,江文军 祁洁萍,8.25,20220930,,,,,,,,,0.014209450000000068,0.03677446507720851,0.02532564564558178,0.07813654000000003
007931.OF,淳厚稳鑫C,淳厚基金,20200630,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1,江文军 祁洁萍,0.0,20220930,,,,,,,,,0.012806150000000072,0.03380275682567676,0.022310580363750377,0.07040190000000002
001497.OF,大成月添利一个月滚动持有E,大成基金,20200630,债券型,债券型,中债-新综合全价(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%,0.27,0.08,曾婷婷,0.0,20220930,,,,0.019171889999999987,0.02758867299607326,0.03869761115978712,0.0402025588580376,0.02682692843065643,-0.9999111591802397,0.015508384220219069,0.013839839648754373,-0.99989378
090021.OF,大成月添利一个月滚动持有A,大成基金,20200630,债券型,债券型,中债-新综合全价(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%,0.27,0.08,曾婷婷,0.3,20220930,0.010350920000000041,0.04760802316090325,0.052348083931989996,0.045220454839171156,0.02763394747917659,0.03869728353945062,0.04020868562786128,0.0268272914267461,-0.9999240638758334,0.01350009926543561,0.011949069539666983,-0.99989668
660016.OF,农银汇理金聚高等级债,农银汇理基金,20200629,债券型,债券型,中债-总财富(总值)指数收益率*60%+中证公司债AAA指数收益率*30%+银行活期存款利率(税后)*10%,0.27,0.08,史向明,2.18,20220930,,0.03654028999999991,0.04753184268408903,0.04000071062224425,0.027185844622564556,0.03564550410682852,0.03881129955151213,0.026125474805016775,-0.9999209021224281,0.039711547960090895,0.027268408551068834,-0.99989188
009771.OF,汇安嘉汇C,汇安基金,20200629,债券型,债券型,中债新综合财富(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,0.3,0.1,金鸿峰,0.0,20220930,,,,,,,,,0.015756536930991074,0.006304171916217464,0.026135473358602165,0.04887467727846254
000322.OF,农银汇理金汇A,农银汇理基金,20200629,债券型,债券型,中债综合财富(1年以下)指数收益率,0.27,0.08,马逸钧,7.07,20220930,,0.0005445599999999104,0.048536538942353685,0.03871834758444631,0.027949305919892423,0.03597124351140875,0.035393630485574874,0.02678513766885153,-0.9999179467597994,0.03192646041316595,0.023275862068965505,-0.9998931699999999
009587.OF,国寿安保瑞和66个月定开,国寿安保基金,20200628,债券型,债券型,封闭期起始日公布的三年定期存款利率(税后)+1.25%,0.15,0.05,丁宇佳,82.61,20220930,,,,,,,,,0.017300000000000093,0.03664246534945443,0.03865697238544245,0.09534310999999995
009453.OF,平安合兴1年定开债,平安基金,20200624,债券型,债券型,中债综合指数(总财富)收益率,0.3,0.1,段玮婧,2.1,20220930,,,,,,,,,0.01760000000000006,0.030834728773584785,0.002472055118212331,0.051570550000000104
009633.OF,浦银安盛普嘉87个月定开C,浦银安盛基金,20200624,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.10%,0.15,0.05,李羿,0.0,20220930,,,,,,,,,0.017134729999999987,0.03826534366789336,0.0414727351418023,0.09985325999999994
009344.OF,泰康长江经济带C,泰康基金,20200624,债券型,债券型,中债新综合全价(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,0.3,0.1,经惠云,0.68,20220930,,,,,,,,,0.009100000000000108,0.04411621246655419,0.016624199174640038,0.07113322000000011
009343.OF,泰康长江经济带A,泰康基金,20200624,债券型,债券型,中债新综合全价(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,0.3,0.1,经惠云,6.59,20220930,,,,,,,,,0.010599999999999943,0.04714407282802308,0.02038806180579555,0.07981934000000002
009758.OF,富国可转债C,富国基金,20200624,债券型,债券型,天相转债指数收益率*60%+沪深300指数收益率*20%+中债综合指数收益率*20%,0.7,0.2,张明凯,1.8,20220930,,,,,,,,,0.16922169811320764,0.19112455874936962,-0.17315834038950043,0.1515330188679246
009035.OF,浦银安盛中债1-3年国开债A,浦银安盛基金,20200624,债券型,被动指数型,中债1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,李羿,14.66,20220930,,,,,,,,,0.013500000000000068,0.035441884558460604,0.024690049130455874,0.07533059000000009
009036.OF,浦银安盛中债1-3年国开债C,浦银安盛基金,20200624,债券型,被动指数型,中债1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,李羿,0.0,20220930,,,,,,,,,0.012899999999999912,0.03864143548227866,0.023790105073105153,0.07706805000000005
009220.OF,大成彭博农发行债C,大成基金,20200624,债券型,被动指数型,彭博农发行债券1-3年指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,方锐,0.02,20220930,,,,,,,,,0.015136009999999978,0.036061059443650435,0.02779608046601577,0.08097722000000007
009219.OF,大成彭博农发行债A,大成基金,20200624,债券型,被动指数型,彭博农发行债券1-3年指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,方锐,4.11,20220930,,,,,,,,,0.015535630000000022,0.03715887349023875,0.029002276800748815,0.0838190700000001
009632.OF,浦银安盛普嘉87个月定开A,浦银安盛基金,20200624,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.10%,0.15,0.05,李羿,80.72,20220930,,,,,,,,,0.018035889999999943,0.04025976923072916,0.04359814960557283,0.10519316999999995
009422.OF,工银瑞信彭博国开行债C,工银瑞信基金,20200623,债券型,被动指数型,彭博国开行债券1-3年指数收益率*95%+同期银行活期存款利率(税后)*5%,0.15,0.05,陈涵,0.09,20220930,,,,,,,,,0.015217929999999935,0.03569541960315867,0.024585875425989986,0.07730754000000006
009421.OF,工银瑞信彭博国开行债A,工银瑞信基金,20200623,债券型,被动指数型,彭博国开行债券1-3年指数收益率*95%+同期银行活期存款利率(税后)*5%,0.15,0.05,陈涵,14.81,20220930,,,,,,,,,0.014918130000000085,0.03650469816713192,0.026145020975507176,0.07947112
008826.OF,天弘成享一年定开,天弘基金,20200623,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,刘洋,79.71,20220930,,,,,,,,,0.014899999999999913,0.039383673268302485,0.025905454990972226,0.08219738999999993
009643.OF,嘉实致信一年定开,嘉实基金,20200622,债券型,债券型,中债总全价指数收益率,0.3,0.1,刘宁,10.12,20220930,,,,,,,,,0.014499999999999957,0.03806616067028091,0.025260680159980523,0.07972059999999992
008938.OF,大成惠兴一年定开,大成基金,20200622,债券型,债券型,中债综合全价指数收益率,0.3,0.1,冯佳 方锐 李富强,30.23,20220930,,,,,,,,,0.00851784000000011,0.041713610142979675,0.02670841768460878,0.07864626999999991
009207.OF,兴银汇智一年定开,兴银基金,20200619,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,傅峤钰 洪木妹 陶国峰,10.04,20220930,,,,,,,,,0.008010789999999934,0.04222274247679429,0.019894880670551486,0.07147276999999996
009450.OF,中金新辉1年定开,中金基金,20200619,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,董珊珊,39.85,20220930,,,,,,,,,0.014100000000000001,0.04912625973769843,0.023220481440061554,0.08862364999999994
008820.OF,大成景悦A,大成基金,20200619,债券型,债券型,中债综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,0.3,0.1,汪伟,0.42,20220930,,,,,,,,,0.016699999999999937,0.037670896036195535,0.021421800947867255,0.07759999999999989
008821.OF,大成景悦C,大成基金,20200619,债券型,债券型,中债综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,0.3,0.1,汪伟,0.88,20220930,,,,,,,,,0.015200000000000102,0.03506698187549236,0.018747620860296965,0.07050000000000001
009053.OF,平安合庆1年定开,平安基金,20200619,债券型,债券型,中证全债指数收益率,0.3,0.1,周恩源,16.61,20220930,,,,,,,,,0.028200000000000003,0.06101403423458472,0.020969569918226856,0.11381105999999996
008822.OF,景顺长城中债1-3年国开债A,景顺长城基金,20200618,债券型,被动指数型,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,米良,6.48,20220930,,,,,,,,,0.014799999999999924,0.03422565037445818,0.02334536304217597,0.0740339000000001
008823.OF,景顺长城中债1-3年国开债C,景顺长城基金,20200618,债券型,被动指数型,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,米良,2.77,20220930,,,,,,,,,0.029900000000000038,0.03302956597727929,0.022627664193588713,0.08799110999999993
009639.OF,华泰紫金周周购12个月滚动持有C,华泰证券资管,20200618,债券型,债券型,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,0.5,0.1,刘振超 陈利,0.02,20220930,,,,,,,,,0.021099999999999897,0.06267750465184611,-0.09353976592019161,-0.01639999999999997
009638.OF,华泰紫金周周购12个月滚动持有A,华泰证券资管,20200618,债券型,债券型,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,0.5,0.1,刘振超 陈利,0.18,20220930,,,,,,,,,0.022699999999999942,0.06561063850591588,-0.0907505964397138,-0.009099999999999997
008068.OF,圆信永丰丰和中短债C,圆信永丰基金,20200617,债券型,债券型,中债综合财富(1-3年)指数收益率,0.3,0.1,刘莎莎,0.0,20220930,,,,,,,,,0.012199999999999989,0.02173483501284333,0.028814542641655432,0.06400000000000006
008727.OF,平安添裕C,平安基金,20200617,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,韩克,0.02,20220930,,,,,,,,,0.026799999999999935,0.04645500584339704,-0.07324336900884132,-0.0041999999999999815
009302.OF,恒生前海短债C,恒生前海基金,20200617,债券型,债券型,中债综合财富(1年以下)指数收益率,0.4,0.1,张昆,1.37,20220930,,,,,,,,,0.00550000000000006,0.01700646444554937,0.025132016428711185,0.04830000000000001
008067.OF,圆信永丰丰和中短债A,圆信永丰基金,20200617,债券型,债券型,中债综合财富(1-3年)指数收益率,0.3,0.1,刘莎莎,0.2,20220930,,,,,,,,,0.01429999999999998,0.02573203194321208,0.03354479046520562,0.07529999999999992
009301.OF,恒生前海短债A,恒生前海基金,20200617,债券型,债券型,中债综合财富(1年以下)指数收益率,0.4,0.1,张昆,1.26,20220930,,,,,,,,,0.00770000000000004,0.020839535576064213,0.0264411393020318,0.05590000000000006
008726.OF,平安添裕A,平安基金,20200617,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,韩克,0.74,20220930,,,,,,,,,0.028999999999999915,0.05072886297376096,-0.06955234924158336,0.006000000000000005
