ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
003628.OF,兴银收益增强,兴银基金,20161128,债券型,债券型,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,范泰奇 袁作栋,0.97,20220930,,,,,0.0022999999999999687,0.016064657752943527,-0.008052636747520362,0.04525200514902473,0.10013262599469486,0.14173770774132444,-0.02632174372124606,0.2909999999999999
519782.OF,交银裕隆纯债A,交银施罗德基金,20161128,债券型,债券型,中债综合全价指数收益率,0.3,0.1,黄莹洁,201.22,20220930,,,,,0.0027999999999999137,0.030816794654433183,0.07703474305622751,0.055730337078651736,0.03303533418475942,0.05145994395450427,0.017365257327660213,0.2978898400000001
519783.OF,交银裕隆纯债C,交银施罗德基金,20161128,债券型,债券型,中债综合全价指数收益率,0.3,0.1,黄莹洁,30.94,20220930,,,,,0.0024999999999999467,0.02494014365522759,0.08188102424301438,0.051494418437162334,0.028852739726027452,0.0472099941749189,0.01333107125949763,0.27520849999999997
003521.OF,万家1-3年政策性金融债C,万家基金,20161125,债券型,债券型,中证政策性金融债1-3年指数收益率,0.3,0.1,段博卿,0.01,20220930,,,,,0.005700000000000038,0.003381066030230556,0.0751313311527407,0.03511349133161189,0.02763796324142296,0.0407867255835836,0.025739138993196322,0.2314486
003520.OF,万家1-3年政策性金融债A,万家基金,20161125,债券型,债券型,中证政策性金融债1-3年指数收益率,0.3,0.1,段博卿,5.88,20220930,,,,,0.00550000000000006,0.0054699154649426535,0.0691531460229522,0.036703563165201375,0.02976546527088745,0.04279967070314329,0.027889813099118286,0.2364174699999999
003590.OF,建信睿富纯债,建信基金,20161125,债券型,债券型,中债综合全价(总值)指数,0.3,0.1,刘思,71.61,20220930,,,,,0.0029999999999998916,0.023030907278165626,0.057900380154011014,0.03421867453221497,0.021938312825866467,0.0399048907409102,0.022535607014872814,0.21926701999999998
003730.OF,博时富华纯债,博时基金,20161125,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.15,于渤洋,10.63,20220930,,,,,0.0007999999999999119,0.024183071849705206,0.08626915194691133,0.045345255212077704,0.02781181716695873,0.0368373173189596,0.018908459214652635,0.2630957199999999
003767.OF,泰达宏利纯利A,泰达宏利基金,20161125,债券型,债券型,中国债券综合指数收益率,0.3,0.1,宁霄 杜磊,7.96,20220930,,,,,0.0023999999999999577,0.02673850144667259,0.051414131596851174,0.03252565880721236,0.03355956716202046,0.04280796957294208,0.028523771801151322,0.2378886
003768.OF,泰达宏利纯利C,泰达宏利基金,20161125,债券型,债券型,中国债券综合指数收益率,0.3,0.1,宁霄 杜磊,0.18,20220930,,,,,0.0020999999999999908,0.025047400459035925,0.04839337877312569,0.03069921033073209,0.029523501321557594,0.039713734026737106,0.025360800199184762,0.21767779999999992
002969.OF,易方达丰和A,易方达基金,20161123,债券型,债券型,中债新综合指数收益率(全价)*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.7,0.2,张清华,160.65,20220930,,,,,0.0027999999999999137,0.10052857285329611,0.01912444484727646,0.11189184381392858,0.11167106631469478,0.0584822911419731,-0.04019694204551045,0.41184423000000003
003223.OF,广发景丰纯债,广发基金,20161123,债券型,债券型,中债综合指数(总财富)收益率*90%+银行1年期定期存款利率(税后)*10%,0.3,0.1,吴迪,73.62,20220930,,,,,0.0021999999999999797,0.03332668130113759,0.05119289094948318,0.03325119485294104,0.01749841417363618,0.05859298059912864,0.014680616613117719,0.2286464399999999
003486.OF,平安惠隆纯债A,平安基金,20161123,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.08,罗薇,10.12,20220930,,,,,-0.015700000000000047,-0.016866490550701024,0.06780361757105931,0.03577285050348571,0.028684186959486237,0.044332275263056026,0.017546646446962248,0.16938049
003733.OF,金鹰添裕纯债A,金鹰基金,20161123,债券型,债券型,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,杨刚 邹卫,0.01,20220930,,,,,-0.0004999999999999449,0.020312187312387528,0.07660617949975461,0.03740086576141452,0.027931857650575175,0.0011562930227796238,-0.014340715841499953,0.15468894999999994
519786.OF,交银裕利纯债A,交银施罗德基金,20161123,债券型,债券型,中债综合全价指数,0.3,0.1,连端清,36.98,20220930,,,,,0.0031000000000001027,0.03609172482552345,0.05004812319538022,0.03954293049697417,0.025020712244353375,0.03169861384657502,0.021479272936004632,0.2246809700000001
519787.OF,交银裕利纯债C,交银施罗德基金,20161123,债券型,债券型,中债综合全价指数,0.3,0.1,连端清,0.0,20220930,,,,,0.0026999999999999247,0.03201675643327351,0.045819236346061006,0.036242603550295974,0.0209671663097788,0.02770252556147849,0.017346938775510183,0.1963999999999999
002961.OF,中欧双利A,中欧基金,20161123,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.6,0.1,黄华,39.38,20220930,,,,,0.0029999999999998916,0.04436689930209393,0.02510979568455221,0.08272007452258986,0.1151827927385355,0.03558067410795517,-0.04383077825445939,0.28346194
002962.OF,中欧双利C,中欧基金,20161123,债券型,债券型,中债综合指数收益率*90%+沪深300指数收益率*10%,0.6,0.1,黄华,7.51,20220930,,,,,0.0029999999999998916,0.04091816367265461,0.020903250551347247,0.07890287431899312,0.11077786870973355,0.031368899657641836,-0.04771273965883662,0.2530778
003741.OF,鹏华丰盈,鹏华基金,20161122,债券型,债券型,中债总指数收益率,0.3,0.1,李政 王志飞,19.32,20220930,,,,,0.0039000000000000146,0.03118151026100805,0.04928488596830321,0.041878238437442414,0.022946105610885576,0.03468357002942636,0.018529291490860016,0.21910359999999995
002459.OF,华夏鼎利A,华夏基金,20161118,债券型,债券型,中债综合指数,0.6,0.1,何家琪 董阳阳,48.75,20220930,,,,,0.0020000000000000018,0.07834331337325351,-0.010087922258213707,0.19694718586387414,0.2565143853288383,0.06391651339091581,-0.08427762128213957,0.56723898
003568.OF,平安惠利纯债,平安基金,20161118,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,张文平 田元强,6.41,20220930,,,,,0.0034000000000000696,0.010166450712648246,0.08565225971975526,0.05501000181851245,0.040259751788330474,0.046240704918774835,0.03249068553785697,0.30385664
002460.OF,华夏鼎利C,华夏基金,20161118,债券型,债券型,中债综合指数,0.6,0.1,何家琪 董阳阳,2.78,20220930,,,,,0.0020000000000000018,0.07734530938123743,-0.01111625752663271,0.19533152224824374,0.254655990314858,0.0634972311203812,-0.08547008702626091,0.55709532
003038.OF,广发集瑞C,广发基金,20161118,债券型,债券型,中债总全价指数收益率,0.5,0.1,邱世磊 郎振东,0.2,20220930,,,,,0.0024999999999999467,0.0147645650438948,0.06736158914347527,0.04132235738641607,0.021276522308210893,0.021505735549711164,-0.027027031154000347,0.14693785999999998
003037.OF,广发集瑞A,广发基金,20161118,债券型,债券型,中债总全价指数收益率,0.5,0.1,邱世磊 郎振东,5.19,20220930,,,,,0.0029999999999998916,0.019343902682221643,0.07132374523040795,0.04505480953685943,0.025413438471217607,0.025591396679869878,-0.022773719538435926,0.17571673
003314.OF,浙商惠南纯债,浙商基金,20161117,债券型,债券型,中债总指数(全价)收益率,0.3,0.1,刘波 赵柳燕,20.3,20220930,,,,,0.0019000000000000128,0.03054501896586141,0.0606471614028289,0.036050621345029225,0.023995889064357366,0.03483671232852643,0.022229917174167307,0.22821865000000008
675081.OF,西部利得祥盈A,西部利得基金,20161117,债券型,债券型,中债总全价指数收益率*90%+沪深300指数收益率*10%,0.4,0.1,张英 童国林,0.11,20220930,,,,,-0.008499999999999952,0.0341940689933429,0.06594478587454894,0.13354691075514866,0.10763888888888887,0.07217321571772252,-0.05276398993676473,0.3931
003703.OF,博时富鑫纯债A,博时基金,20161117,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,唐薇 张李陵,9.56,20220930,,,,,0.0045999999999999375,-0.009755126418474936,0.06692122186495188,0.03656361152976633,0.014879937261540776,0.058414873950569275,0.01848941377998748,0.20388219000000007
675083.OF,西部利得祥盈C,西部利得基金,20161117,债券型,债券型,中债总全价指数收益率*90%+沪深300指数收益率*10%,0.4,0.1,张英 童国林,0.55,20220930,,,,,-0.012900000000000023,0.017424779657582812,0.05736480430236042,0.12782592313489066,0.10657312285976775,0.07102422824364109,-0.05362931642001413,0.3429
002128.OF,广发鑫惠,广发基金,20161116,债券型,债券型,中债总全价(总值)指数收益率,0.3,0.1,洪志,15.7,20220930,,,,,0.0029999999999998916,0.019940179461615175,0.0728962818003914,0.04358731418148644,0.027726278509196154,0.03679548984729,0.026574807621670964,0.25169521000000006
003400.OF,建信恒瑞,建信基金,20161116,债券型,债券型,中债综合全价指数收益率,0.3,0.1,李菁,2.54,20220930,,,,,0.0040999999999999925,0.033565737051792895,0.05889724310776935,0.03372024405791818,0.01452643851152667,0.03718078910518875,0.019189045952932995,0.21735569999999993
003683.OF,博时安弘一年定开C,博时基金,20161115,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,魏桢,0.0,20220930,,,,,-0.0041999999999999815,0.0023099327106557888,0.060126265156829395,0.07565011820330954,-0.011625353846153834,0.043950464981842276,0.016431700598749915,0.19297432000000003
003682.OF,博时安弘一年定开A,博时基金,20161115,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,魏桢,5.48,20220930,,,,,-0.0037000000000000366,0.0063240313190122185,0.06445176094981542,0.0799812470698546,-0.00758797534294139,0.04807691794562303,0.020569776180929002,0.22265788000000009
519207.OF,万家年年恒荣定开C,万家基金,20161115,债券型,债券型,中债综合全价(总值)指数,0.4,0.1,尹诚庸,0.01,20220930,,,,,0.0025999999999999357,0.012369077306733135,0.06421114831593452,0.04528759374132017,0.022821377070473912,0.04217661878187944,-0.009756103762474719,0.19174423000000007
519206.OF,万家年年恒荣定开A,万家基金,20161115,债券型,债券型,中债综合全价(总值)指数,0.4,0.1,尹诚庸,2.03,20220930,,,,,0.0031000000000001027,0.021435692921236368,0.06839024390243909,0.0495521604092446,0.026646216016914543,0.04612080788309016,-0.005622490669344202,0.22702409
003605.OF,景顺长城景泰汇利A,景顺长城基金,20161111,债券型,债券型,中债综合全价(总值)指数,0.3,0.1,何江波,97.64,20220930,,,,,0.0038000000000000256,0.03288162614587477,0.07071876507477079,0.047503154858482034,0.0347363996213752,0.050390697984710915,0.01802381046992414,0.2858254899999999
519328.OF,浦银安盛盛泰A,浦银安盛基金,20161111,债券型,债券型,中证综合债指数收益率,0.3,0.1,陶祺,10.23,20220930,,,,,0.0028999999999999027,0.026827565572953176,0.06518993490721843,0.037563364349571284,0.02655807270792614,0.027042528435867703,0.02205061550234025,0.22560007999999998
519329.OF,浦银安盛盛泰C,浦银安盛基金,20161111,债券型,债券型,中证综合债指数收益率,0.3,0.1,陶祺,0.0,20220930,,,,,0.0023999999999999577,0.023346303501945612,0.06124439243222153,0.034006378676470515,0.022939612725323893,0.019624819815413364,0.01849231177410235,0.19508904000000005
003612.OF,南方卓元A,南方基金,20161111,债券型,债券型,中证全债指数收益率*90%+沪深300指数收益率*10%,0.5,0.1,郑迎迎,7.94,20220930,,,,,-0.0024999999999999467,0.04130739923801886,0.04487241213288395,0.06679666297935102,0.08489802931407821,0.03526268444493726,0.0026220071866464175,0.30319089999999993
003613.OF,南方卓元C,南方基金,20161111,债券型,债券型,中证全债指数收益率*90%+沪深300指数收益率*10%,0.5,0.1,郑迎迎,1.46,20220930,,,,,-0.0030000000000000027,0.03731567860367139,0.04052224371373312,0.0625865111090451,0.08064125950217119,0.031042125892516828,-0.001268713118033166,0.27192668
002737.OF,泓德裕和纯债C,泓德基金,20161111,债券型,债券型,中国债券综合全价指数收益率,0.3,0.13,姚学康 毛静平,0.0,20220930,,,,,0.0040000000000000036,0.023904382470119542,0.07490272373540852,0.0542986425339367,0.0247210300429184,0.0038532417490366373,-0.004339118825100027,0.19320000000000004
002736.OF,泓德裕和纯债A,泓德基金,20161111,债券型,债券型,中国债券综合全价指数收益率,0.3,0.13,姚学康 毛静平,7.78,20220930,,,,,0.0040000000000000036,0.028884462151394338,0.07938044530493715,0.05829596412556049,0.027627118644067767,0.003381164440046176,-0.0008218952905398948,0.2157
003290.OF,长城久稳A,长城基金,20161111,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,魏建,0.0,20220930,,,,,0.0032000000000000917,0.01584928229665052,0.06537102473498232,0.031381452133050915,0.00895963346999451,0.014822142550510214,0.00321323826454272,0.14981004999999992
003660.OF,中加纯债两年A,中加基金,20161111,债券型,债券型,中债综合全价(总值)指数收益率,0.4,0.1,于跃,10.38,20220930,,,,,0.006699999999999928,0.03457182594873849,0.0666730713805362,0.06900527832822906,0.006500739132844565,0.04761026309374238,0.037680976621605224,0.29855027999999995
003445.OF,中加丰享纯债,中加基金,20161111,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,王霈,62.59,20220930,,,,,0.001100000000000101,0.037362637362637466,0.061259872856867535,0.03913869063833661,0.02734674582942531,0.037879945732715616,0.023101550056887944,0.24842388000000004
003661.OF,中加纯债两年C,中加基金,20161111,债券型,债券型,中债综合全价(总值)指数收益率,0.4,0.1,于跃,0.0,20220930,,,,,0.006199999999999983,0.03120962131000904,0.06345838557237929,0.06648587755102041,0.004044486519602839,0.04495102431337896,0.03524929893515324,0.27710776000000004
003181.OF,前海联合添利C,新疆前海联合基金,20161111,债券型,债券型,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,孟晓婧,0.03,20220930,,,,,0.0029999999999998916,0.016950842556586028,-0.05118650715826635,0.11215629522431263,0.07537875267218137,0.08988764044943809,-0.0394001110229976,0.21131645999999993
003180.OF,前海联合添利A,新疆前海联合基金,20161111,债券型,债券型,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,孟晓婧,1.15,20220930,,,,,0.0035000000000000586,0.021429283364895694,-0.04733092612471942,0.0691598360655739,0.07906085289889773,0.094227353463588,-0.036590990990991015,0.18701623999999994
003648.OF,融通通祺,融通基金,20161110,债券型,债券型,中债综合指数收益率,0.3,0.1,赵小强,2.21,20220930,,,,,0.00869999999999993,0.02270473924251452,0.0683603219237853,0.043857486606737536,0.032176036844111654,0.040077184885361807,0.023580276032554727,0.26324649
003564.OF,博时安诚3个月A,博时基金,20161110,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,程卓,5.06,20220930,,,,,-0.006000000000000005,0.0020140986908358527,0.05527638190954779,0.034711780952380825,0.008251030144239833,0.04412615903456502,0.0288475261058163,0.17674228999999997
003565.OF,博时安诚3个月C,博时基金,20161110,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,程卓,0.01,20220930,,,,,-0.007000000000000006,-0.003021148036253779,0.05050505050505055,0.03011628846153853,0.004381824180529793,0.0391495834520119,0.02487476465732854,0.14595431999999997
003258.OF,博时富祥纯债A,博时基金,20161110,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,陈黎,74.77,20220930,,,,,-0.006299999999999972,0.001006441223832529,0.06234915526950931,0.05539265221096488,0.04708936077867837,0.04678840331208162,0.01113291165806693,0.23529307
003438.OF,招商招怡纯债A,招商基金,20161108,债券型,债券型,中证全债指数收益率,0.3,0.1,孙麓深,0.02,20220930,,,,,-0.0028000000000000247,0.03430290872617843,0.039965079057134666,0.028271225974995304,0.01640968328586189,0.06065994937288235,-0.0016766000497232642,0.18614463999999997
003651.OF,博时丰达纯债6个月,博时基金,20161108,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,郭思洁,14.75,20220930,,,,,-9.999999999998899e-05,0.008901780356071122,0.06346058502726828,0.04518569430196768,0.02314708842706078,0.044098761834426355,0.022529293072380368,0.22423608000000006
003681.OF,建信睿享纯债,建信基金,20161108,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,黎颖芳,3.24,20220930,,,,,0.0035000000000000586,0.031692246362367775,0.0626086956521741,0.034380398399126835,0.040838005131226866,0.046427174103043464,0.021855353947551975,0.2656615600000001
002946.OF,大成景盛一年A,大成基金,20161108,债券型,债券型,中债综合指数(全价)收益率*80%+沪深300指数收益率*20%,0.6,0.2,岳苗 王立,7.09,20220930,,,,,-0.0028000000000000247,0.014843044830007056,-0.02115251556785617,0.04959595959595952,0.07487248580502368,0.07198495836690844,-0.02577098471561011,0.16644440000000005
002947.OF,大成景盛一年C,大成基金,20161108,债券型,债券型,中债综合指数(全价)收益率*80%+沪深300指数收益率*20%,0.6,0.2,岳苗 王立,0.01,20220930,,,,,-0.0032999999999999696,0.0107365041139876,-0.025218427323272525,0.04544065206316859,0.07055842510476563,0.06772872098315887,-0.02971754625287747,0.13804429000000007
003439.OF,招商招怡纯债C,招商基金,20161108,债券型,债券型,中证全债指数收益率,0.3,0.1,孙麓深,0.05,20220930,,,,,-0.0030999999999999917,0.032206280726397016,0.03821098687408859,0.026395840749414565,0.013590914465748448,0.04477759424220115,-0.0035161071029529206,0.15621769000000008
003301.OF,华夏鼎融A,华夏基金,20161107,债券型,债券型,中债综合指数,0.6,0.2,宋洋,7.84,20220930,,,,,-0.00039999999999995595,0.011605802901450779,0.027700831024930775,0.05411130367802814,0.1039459261965655,0.08778752275359929,-0.05169088004868028,0.24674200000000002
003302.OF,华夏鼎融C,华夏基金,20161107,债券型,债券型,中债综合指数,0.6,0.2,宋洋,0.02,20220930,,,,,-0.0010000000000000009,0.0074074074074073695,0.023556306530166042,0.04982517482517473,0.09963918956425213,0.08345953222278306,-0.05552064761608954,0.21630050999999995
003573.OF,中信建投稳裕定开A,中信建投基金,20161107,债券型,债券型,中债综合指数,0.3,0.08,杨龙龙,11.34,20220930,,,,,-0.017800000000000038,0.028303807778456574,0.0718883057728488,0.045560314232902015,0.02956857649295144,0.04681606928776341,0.020632211923541893,0.24443232000000004
003526.OF,农银汇理金穗3个月,农银汇理基金,20161107,债券型,债券型,中证全债指数收益率,0.3,0.1,黄晓鹏,22.58,20220930,,,,,-0.0007000000000000339,0.02471977582065658,0.05147992575949982,0.028860157992564948,0.019854938721888257,0.022553979574096255,0.01965571674939444,0.17719071000000008
003566.OF,博时臻选纯债A,博时基金,20161107,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,程卓,20.56,20220930,,,,,-0.0036000000000000476,0.01937361975506936,0.055358550039400906,0.04144550378186576,0.03196176069917408,0.03807814865056609,0.03293643128206631,0.23410672
003549.OF,浙商惠裕纯债A,浙商基金,20161107,债券型,债券型,中债总指数(全价)收益率,0.3,0.1,刘俊杰,0.18,20220930,,,,,-0.02529999999999999,0.008414571575166736,0.07267915309446256,0.04853532371368915,0.03186459588121832,0.05726544363319619,0.037455881448490734,0.25012305999999995
519776.OF,交银裕盈纯债A,交银施罗德基金,20161104,债券型,债券型,中债综合全价指数,0.3,0.1,连端清,5.59,20220930,,,,,0.006000000000000005,0.014910536779323958,0.0745098039215687,0.03608729014598523,0.02611424101908114,0.03147481920231528,0.019212070006501082,0.2249709900000001
003429.OF,兴业中高等级信用债,兴业基金,20161104,债券型,被动指数型,中证兴业中高等级信用债指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.1,伍方方,1.04,20220930,,,,,0.0020000000000000018,0.02405189620758484,0.07543124451807807,0.05016410512007257,0.03989807742219316,0.1181434230817621,0.013863044285928244,0.3661459199999999
003607.OF,博时富益纯债,博时基金,20161104,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,于渤洋,20.88,20220930,,,,,0.00039999999999995595,0.00979706088173551,0.0816831683168317,0.04330964020873379,0.00979583209343238,0.028755933024770176,0.02480086361417131,0.21322280000000005
003671.OF,兴业裕恒,兴业基金,20161104,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,雷志强,17.42,20220930,,,,,0.0040999999999999925,0.024203187250996003,0.04006612856170369,0.037930910961466634,0.023776142160581597,0.034304047566471894,0.024408413779242452,0.20379839999999994
519777.OF,交银裕盈纯债C,交银施罗德基金,20161104,债券型,债券型,中债综合全价指数,0.3,0.1,连端清,0.0,20220930,,,,,0.004999999999999893,0.010945273631840917,0.08464566929133865,0.03251589464123529,0.02199155524278669,0.027199173695989048,0.015166750460868112,0.21150000000000002
003619.OF,招商招旺纯债C,招商基金,20161102,债券型,债券型,中证全债指数收益率,0.3,0.1,范刚强,172.96,20220930,,,,,-0.0041999999999999815,0.01757557497238131,0.06614017769002979,0.05150329721218845,0.030369755748507747,0.03891362662783247,0.018169767362638603,0.23738966000000006
003574.OF,大成惠利纯债,大成基金,20161102,债券型,债券型,中债综合指数(全价),0.3,0.1,方孝成,15.91,20220930,,,,,0.0021999999999999797,0.025646143099491123,0.062080373649897685,0.03929221041055717,0.031557259592362635,0.03791345041668871,0.01715332629516573,0.23504543
003425.OF,江信添福A,江信基金,20161102,债券型,债券型,中债总财富(总值)指数收益率,0.3,0.1,杨淳 杨鹏飞,8.95,20220930,,,,,-0.010499999999999954,-0.015969274307661135,0.03831535695942464,0.054306819756508064,0.011046820881977221,0.061307664782228544,0.03872865326741213,0.1872223099999999
003618.OF,招商招旺纯债A,招商基金,20161102,债券型,债券型,中证全债指数收益率,0.3,0.1,范刚强,5.22,20220930,,,,,-0.0038000000000000256,0.019377510040160736,0.06798029556650263,0.05342295127353275,0.032487677433909214,0.04092275318880427,0.018597193743863927,0.2496190199999999
003426.OF,江信添福C,江信基金,20161102,债券型,债券型,中债总财富(总值)指数收益率,0.3,0.1,杨淳 杨鹏飞,4.09,20220930,,,,,-0.01100000000000001,-0.018808777429467034,0.04823747680890533,0.0707889140271494,0.008054547017404965,0.058055397824486855,0.035531793215990884,0.20229169999999996
003428.OF,中加丰盈,中加基金,20161102,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,于跃,21.17,20220930,,,,,-0.005900000000000016,0.031495270678204755,0.07679547228727557,0.03768928668539833,0.025693778783027997,0.04277870639329096,0.022359911069512694,0.2519144099999999
003324.OF,东方永兴18个月A,东方基金,20161102,债券型,债券型,同期一年期银行定期存款基准利率*1.5,0.3,0.05,吴萍萍,1.33,20220930,,,,,-0.0026000000000000467,0.02907559655103271,0.14088074824629782,0.026633142613151174,0.008010938993280467,0.06735801577342398,0.06428765992230427,0.3765961900000001
003325.OF,东方永兴18个月C,东方基金,20161102,债券型,债券型,同期一年期银行定期存款基准利率*1.5,0.3,0.05,吴萍萍,0.05,20220930,,,,,-0.0031999999999999806,0.02487961476725526,0.13614563962024076,0.02244138525155059,0.004008602738630894,0.0631025447413028,0.0599981667207978,0.3428067800000001
003341.OF,工银瑞信瑞盈,工银瑞信基金,20161102,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,0.7,0.1,周晖,5.12,20220930,,,,,-0.0030999999999999917,0.041131621187801,0.009444872783346213,0.08660364747445815,-0.019156414762741495,-0.012452965418383822,-0.0077111494148597946,0.0938000000000001
003024.OF,平安惠金定期开放A,平安基金,20161102,债券型,债券型,中证全债指数收益率,0.6,0.08,田元强,2.55,20220930,,,,,-0.011099999999999999,0.027508090614886734,0.07412146864848895,0.04904207535062802,0.021495980426424286,0.03563002566295975,0.00482633524180987,0.21649450999999997
002825.OF,融通通和,融通基金,20161102,债券型,债券型,中债综合指数收益率,0.3,0.1,刘明 李冠頔,2.11,20220930,,,,,0.0,0.02400000000000002,0.05781249999999992,0.04107700055442613,0.027158100680694595,0.037844995291861,0.021610661233897776,0.2270029
002869.OF,融通通裕定期开放,融通基金,20161102,债券型,债券型,中债综合指数收益率,0.3,0.1,刘明 李冠頔,5.25,20220930,,,,,-0.0050000000000000044,0.03115577889447239,0.08518518518518511,0.06256375887161987,0.05077099296200175,0.06286632386929149,0.01595045851970798,0.3419873899999999
003487.OF,平安惠融纯债,平安基金,20161101,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.08,李瑾懿 田元强,0.25,20220930,,,,,0.00039999999999995595,0.018994301709487283,0.05632420763418715,0.04105354952611026,0.025444575444426985,0.041878058121639694,0.05040388671461105,0.25733632000000006
002711.OF,广发集丰A,广发基金,20161101,债券型,债券型,中债总全价指数收益率,0.4,0.1,吴迪 张芊,32.97,20220930,,,,,-0.0020000000000000018,0.05501002004008011,0.01568590170168263,0.0580493910436576,0.13346944618072473,0.0809385627683922,-0.009526124493196281,0.37052510000000005
002712.OF,广发集丰C,广发基金,20161101,债券型,债券型,中债总全价指数收益率,0.4,0.1,吴迪 张芊,1.16,20220930,,,,,-0.0030000000000000027,0.0520561685055165,0.011726570693107044,0.05435107425555976,0.12740687683590288,0.07522537734415584,-0.014075533620868755,0.3372306300000001
519199.OF,万家家享中短债A,万家基金,20161101,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,陈奕雯,3.05,20220930,,,,,0.0016000000000000458,0.01747378931602581,0.0527916789323914,0.02778036729747371,0.013515038548752748,0.030374753871783917,0.02767981641304926,0.1832100000000001
003383.OF,民生加银鑫享C,民生加银基金,20161031,债券型,债券型,中国债券综合指数收益率,0.4,0.1,刘昊,1.83,20220930,,,,,0.0040000000000000036,0.028187250996015926,0.07606589147286823,0.045204188811818646,0.04030927262225595,-0.24918580508337318,-0.02825047230342379,-0.11933137000000005
003382.OF,民生加银鑫享A,民生加银基金,20161031,债券型,债券型,中国债券综合指数收益率,0.4,0.1,刘昊,0.25,20220930,,,,,0.0040000000000000036,0.03187250996015939,0.07492517138167412,0.049272223220704556,0.04445787126099597,-0.24621869050217995,-0.024451758195732545,-0.10321086999999995
002140.OF,博时裕诚纯债,博时基金,20161031,债券型,债券型,一年期银行定期存款收益率(税后)+1.2%,0.3,0.1,郭思洁,10.97,20220930,,,,,0.006999999999999895,0.016881827209533393,0.06542968749999994,0.03941251145737849,0.027559061888103118,0.03735632065537816,0.02031393640378825,0.2333355800000001
003310.OF,兴业启元一年C,兴业基金,20161027,债券型,债券型,中国债券综合全价指数收益率,0.4,0.1,唐丁祥,0.18,20230106,,,,,-0.0004999999999999449,0.013207924754852902,0.03723456790123464,0.04266666666666662,0.0345268542199489,0.0639237153452234,0.010456431535269662,0.21760000000000002
003527.OF,鹏华丰腾,鹏华基金,20161027,债券型,债券型,中债总指数收益率,0.3,0.1,刘太阳,6.92,20220930,,,,,-0.0030000000000000027,0.033808186195826595,0.04095894399689412,0.029117862139725795,0.018023274647221598,0.024303495010450704,0.01787533494121338,0.17106598000000006
003309.OF,兴业启元一年A,兴业基金,20161027,债券型,债券型,中国债券综合全价指数收益率,0.4,0.1,唐丁祥,7.64,20230106,,,,,0.00019999999999997797,0.017398260173982685,0.041482355254104014,0.04691777588973858,0.038683498647430065,0.06806146366872128,0.014711858896204183,0.24839999999999995
003500.OF,鑫元聚利,鑫元基金,20161027,债券型,债券型,中证全债指数收益率,0.3,0.1,颜昕,20.4,20220930,,,,,0.0008999999999999009,0.02897681854516401,0.06390831390831377,0.03548785499041189,0.03037948116020572,0.03589698821550049,0.027531952169844498,0.24367783999999992
003547.OF,鹏华丰禄,鹏华基金,20161027,债券型,债券型,中债总指数收益率,0.3,0.1,刘涛,43.78,20220930,,,,,-0.0009000000000000119,0.03693693693693698,0.0789956542732978,0.07611714413607887,0.060420157570215745,0.055781690094104885,0.033061843110913466,0.39024437
