ts_code,end_date,symbol,mkv,amount,stk_float_ratio,stock_name
159758.SZ,20211221,603605.SH,0.0142766,0.68,0.0,珀莱雅
159758.SZ,20211221,300760.SZ,0.01488,0.4,0.0,迈瑞医疗
159758.SZ,20211221,000799.SZ,0.012243,0.55,0.0,酒鬼酒
159758.SZ,20211221,600398.SH,0.0123456,19.2,0.0,海澜之家
159758.SZ,20211221,600566.SH,0.01857519,7.73,0.01,济川药业
159758.SZ,20211221,002027.SZ,0.0144452,18.76,0.0,分众传媒
159758.SZ,20211221,300033.SZ,0.0142396,0.97,0.0,同花顺
159758.SZ,20211221,300122.SZ,0.01566397,1.19,0.0,智飞生物
159758.SZ,20211221,603444.SH,0.0151905,0.41,0.01,吉比特
159758.SZ,20211221,300661.SZ,0.01321476,0.43,0.0,圣邦股份
159719.SZ,20211221,600688.SH,0.006285,15.0,0.0,上海石化
159719.SZ,20211221,600900.SH,0.016485,7.5,0.0,长江电力
159719.SZ,20211221,600027.SH,0.0170256,35.47,0.0,华电国际
159719.SZ,20211221,601669.SH,0.0204624,24.36,0.0,中国电建
517180.SH,20211221,600011.SH,0.01971,21.9,0.0,华能国际
517180.SH,20211221,600019.SH,0.0243848,32.6,0.0,宝钢股份
517180.SH,20211221,600028.SH,0.01488235,35.35,0.0,中国石化
517180.SH,20211221,600036.SH,0.01341695,2.65,0.0,招商银行
517180.SH,20211221,600900.SH,0.01668282,7.59,0.0,长江电力
517180.SH,20211221,600027.SH,0.0168336,35.07,0.0,华电国际
517180.SH,20211221,601088.SH,0.0264402,11.91,0.0,中国神华
517180.SH,20211221,601668.SH,0.0227908,45.4,0.0,中国建筑
517180.SH,20211221,601669.SH,0.0412608,49.12,0.0,中国电建
517180.SH,20211221,601800.SH,0.01245879,14.37,0.0,中国交建
517090.SH,20211221,0688.HK,0.059710531100000006,39.0,,
517090.SH,20211221,0728.HK,0.0611755576,294.8,0.07,
517090.SH,20211221,0762.HK,0.0186837443,59.4,,
517090.SH,20211221,0883.HK,0.0157199497,24.7,,
517090.SH,20211221,0941.HK,0.1787308598,47.25,,
517090.SH,20211221,1109.HK,0.0228528443,8.4,,
517090.SH,20211221,0552.HK,0.0216489278,73.2,,
517090.SH,20211221,1099.HK,0.0184410983,13.68,,
517090.SH,20211221,600050.SH,0.00032554,0.82,0.0,中国联通
517090.SH,20211221,600027.SH,0.0172704,35.98,0.0,华电国际
517090.SH,20211221,601669.SH,0.021798,25.95,0.0,中国电建
159718.SZ,20211221,0241.HK,0.058333086,105.0,,
159718.SZ,20211221,0013.HK,0.05308596769999999,11.75,,
159718.SZ,20211221,1177.HK,0.1138018051,257.0,,
159718.SZ,20211221,1093.HK,0.1242470222,186.6,,
159718.SZ,20211221,6618.HK,0.1266863501,24.91,,
159718.SZ,20211221,0853.HK,0.0422968795,17.73,,
159718.SZ,20211221,1548.HK,0.0683755271,24.4,,
159718.SZ,20211221,2269.HK,0.2090673325,28.85,,
159718.SZ,20211221,1801.HK,0.1234516824,28.35,,
159718.SZ,20211221,2359.HK,0.08457643880000001,7.64,0.0,
159711.SZ,20211221,0005.HK,0.0718879305,19.36,,
159711.SZ,20211221,0388.HK,0.0446135363,1.22,,
159711.SZ,20211221,0700.HK,0.08787152279999999,2.44,,
159711.SZ,20211221,0939.HK,0.048431330599999996,112.7,0.01,
159711.SZ,20211221,1398.HK,0.0283234093,81.0,0.0,
159711.SZ,20211221,2318.HK,0.032047658199999995,6.9,0.0,
159711.SZ,20211221,1299.HK,0.0726001824,11.4,,
159711.SZ,20211221,2269.HK,0.029349140299999996,4.05,,
159711.SZ,20211221,1810.HK,0.0250443383,16.66,,
159711.SZ,20211221,3690.HK,0.0879326337,4.7,,
159608.SZ,20211216,600111.SH,0.0724812,14.45,0.0,北方稀土
159608.SZ,20211216,600392.SH,0.01929032,9.31,0.01,盛和资源
159608.SZ,20211216,002240.SZ,0.02404764,4.02,0.01,盛新锂能
159608.SZ,20211216,002466.SZ,0.0745965,6.85,0.0,天齐锂业
159608.SZ,20211216,002460.SZ,0.0813891,5.33,0.01,赣锋锂业
159608.SZ,20211216,002497.SZ,0.0216212,7.64,0.01,雅化集团
159608.SZ,20211216,603993.SH,0.02679248,46.84,0.0,洛阳钼业
159608.SZ,20211216,300390.SZ,0.0208104,2.32,0.01,天华超净
159608.SZ,20211216,002176.SZ,0.0238641,11.31,0.01,江特电机
159608.SZ,20211216,603799.SH,0.07786368,6.48,0.01,华友钴业
159701.SZ,20211216,000063.SZ,0.03833438,11.62,0.0,中兴通讯
159701.SZ,20211216,600690.SH,0.034452,11.6,0.0,海尔智家
159701.SZ,20211216,002049.SZ,0.0354158,1.64,0.0,紫光国微
159701.SZ,20211216,002230.SZ,0.03614688,6.72,0.0,科大讯飞
159701.SZ,20211216,002241.SZ,0.0490428,8.55,0.0,歌尔股份
159701.SZ,20211216,300124.SZ,0.0488117,6.77,0.0,汇川技术
159701.SZ,20211216,002475.SZ,0.08399424,18.04,0.0,立讯精密
159701.SZ,20211216,000333.SZ,0.0375232,5.33,0.0,美的集团
159701.SZ,20211216,603986.SH,0.03179112,1.86,0.0,兆易创新
516350.SH,20211216,600703.SH,0.00103965,0.29,0.0,三安光电
516350.SH,20211216,600745.SH,0.00110224,0.08,0.0,闻泰科技
516350.SH,20211216,688981.SH,0.0011286528,0.2112,0.0,中芯国际
516350.SH,20211216,002049.SZ,0.00107975,0.05,0.0,紫光国微
516350.SH,20211216,002129.SZ,0.00101664,0.24,0.0,中环股份
516350.SH,20211216,002371.SZ,0.0011085,0.03,0.0,北方华创
516350.SH,20211216,603986.SH,0.00102552,0.06,0.0,兆易创新
516350.SH,20211216,603501.SH,0.00182688,0.06,0.0,韦尔股份
516350.SH,20211216,300782.SZ,0.00102567,0.03,0.0,卓胜微
159730.SZ,20211217,000651.SZ,0.0495225,13.95,0.0,格力电器
159730.SZ,20211217,600690.SH,0.0489459,16.62,0.0,海尔智家
159730.SZ,20211217,605117.SH,0.01463141,0.59,0.01,德业股份
159730.SZ,20211217,002032.SZ,0.01191196,1.93,0.0,苏泊尔
159730.SZ,20211217,002705.SZ,0.00982827,4.09,0.0,新宝股份
159730.SZ,20211217,002242.SZ,0.00770687,3.47,0.0,九阳股份
159730.SZ,20211217,002508.SZ,0.0173484621,5.1771,0.01,老板电器
159730.SZ,20211217,000333.SZ,0.049464,7.2,0.0,美的集团
159730.SZ,20211217,002759.SZ,0.0094792,3.28,0.01,天际股份
159730.SZ,20211217,603486.SH,0.03132324,2.07,0.0,科沃斯
517390.SH,20211216,002396.SZ,0.01601775,6.75,0.01,星网锐捷
588150.SH,20211213,688099.SH,0.0045099445,0.3635,0.0,晶晨股份
588150.SH,20211213,688005.SH,0.0049282762,0.3961,0.0,容百科技
588150.SH,20211213,688012.SH,0.005366643199999999,0.3632,0.0,中微公司
588150.SH,20211213,688036.SH,0.005445356,0.3544,0.0,传音控股
588150.SH,20211213,688008.SH,0.004886178,0.6666,0.0,澜起科技
588150.SH,20211213,688599.SH,0.010377714599999999,1.2189,0.0,天合光能
588150.SH,20211213,688536.SH,0.0041864512,0.0472,0.0,思瑞浦
588150.SH,20211213,688561.SH,0.004007136,0.402,0.0,奇安信-U
588150.SH,20211213,688981.SH,0.014313915600000001,2.5556,0.0,中芯国际
588150.SH,20211213,688111.SH,0.00695552,0.2717,0.0,金山办公
159751.SZ,20211221,0175.HK,0.0753011513,41.8,,
159751.SZ,20211221,0700.HK,0.19338937609999998,5.37,,
159751.SZ,20211221,0981.HK,0.0634555316,42.35,0.02,
159751.SZ,20211221,1024.HK,0.0758866472,11.81,,
159751.SZ,20211221,1211.HK,0.13176414720000001,6.3,0.01,
159751.SZ,20211221,2382.HK,0.10475200679999999,5.41,,
159751.SZ,20211221,2269.HK,0.18189220260000002,25.1,,
159751.SZ,20211221,1810.HK,0.1861037861,123.8,,
159751.SZ,20211221,3690.HK,0.1971936083,10.54,,
159751.SZ,20211221,6160.HK,0.0810343786,5.95,0.08,
159706.SZ,20211213,000568.SZ,0.0050886,0.2,0.0,泸州老窖
159706.SZ,20211213,000651.SZ,0.0047671,1.3,0.0,格力电器
159706.SZ,20211213,000858.SZ,0.012499,0.5,0.0,五粮液
159706.SZ,20211213,300014.SZ,0.00467262,0.34,0.0,亿纬锂能
159706.SZ,20211213,300059.SZ,0.00846486,2.22,0.0,东方财富
159706.SZ,20211213,002415.SZ,0.00577044,1.08,0.0,海康威视
159706.SZ,20211213,002475.SZ,0.00578584,1.24,0.0,立讯精密
159706.SZ,20211213,002594.SZ,0.0071616,0.24,0.0,比亚迪
159706.SZ,20211213,000333.SZ,0.0099212,1.36,0.0,美的集团
159706.SZ,20211213,300750.SZ,0.02106752,0.32,0.0,宁德时代
516690.SH,20211214,000301.SZ,0.03179492,13.27,0.01,东方盛虹
516690.SH,20211214,600309.SH,0.1503492,14.36,0.01,万华化学
516690.SH,20211214,600346.SH,0.04316088,19.32,0.0,恒力石化
516690.SH,20211214,600426.SH,0.044649,13.53,0.01,华鲁恒升
516690.SH,20211214,002493.SZ,0.0505682,27.8,0.0,荣盛石化
516690.SH,20211214,601233.SH,0.0330939,15.45,0.01,桐昆股份
516690.SH,20211214,002601.SZ,0.03250665,10.89,0.01,龙佰集团
516690.SH,20211214,002709.SZ,0.065369,5.24,0.01,天赐材料
516690.SH,20211214,002812.SZ,0.12642,4.9,0.01,恩捷股份
516690.SH,20211214,600989.SH,0.03728076,20.13,0.01,宝丰能源
501211.SH,20211215,600845.SH,0.09045,15.0,0.01,宝信软件
501211.SH,20211215,600884.SH,0.051825,15.0,0.01,杉杉股份
501211.SH,20211215,600406.SH,0.04537,10.0,0.0,国电南瑞
501211.SH,20211215,688533.SH,0.06327,15.0,0.44,上声电子
501211.SH,20211215,002049.SZ,0.044718,2.0,0.0,紫光国微
501211.SH,20211215,601899.SH,0.1005,100.0,0.0,紫金矿业
501211.SH,20211215,002326.SZ,0.08412,15.0,0.02,永太科技
501211.SH,20211215,002405.SZ,0.04575,30.0,0.01,四维图新
501211.SH,20211215,300207.SZ,0.068985,15.0,0.01,欣旺达
501211.SH,20211215,300316.SZ,0.05784,8.0,0.01,晶盛机电
159760.SZ,20211213,000661.SZ,0.003017,0.1,0.0,长春高新
159760.SZ,20211213,600867.SH,0.02094496,19.52,0.01,通化东宝
159760.SZ,20211213,300347.SZ,0.00139,0.1,0.0,泰格医药
159760.SZ,20211213,300482.SZ,0.01263348,3.42,0.01,万孚生物
159760.SZ,20211213,300832.SZ,0.00196365,0.39,0.0,新产业
159760.SZ,20211213,300869.SZ,0.002066,0.5,0.0,康泰医学
159731.SZ,20211203,000301.SZ,0.00322864,1.36,0.0,东方盛虹
159731.SZ,20211203,600028.SH,0.00525,12.5,0.0,中国石化
159731.SZ,20211203,600309.SH,0.01387292,1.46,0.0,万华化学
159731.SZ,20211203,600346.SH,0.00419958,1.98,0.0,恒力石化
159731.SZ,20211203,600426.SH,0.00399648,1.38,0.0,华鲁恒升
159731.SZ,20211203,601857.SH,0.00446736,9.08,0.0,中国石油
159731.SZ,20211203,002493.SZ,0.00481664,2.84,0.0,荣盛石化
159731.SZ,20211203,002709.SZ,0.00722952,0.54,0.0,天赐材料
159731.SZ,20211203,002812.SZ,0.0125225,0.5,0.0,恩捷股份
159731.SZ,20211203,600989.SH,0.003502,2.06,0.0,宝丰能源
562900.SH,20211206,600486.SH,0.00013142,0.01,0.0,扬农化工
562900.SH,20211206,002714.SZ,5.161e-05,0.01,0.0,牧原股份
561990.SH,20211203,000661.SZ,0.01797938,0.62,0.0,长春高新
561990.SH,20211203,000768.SZ,0.007966,2.0,0.0,中航西飞
561990.SH,20211203,600887.SH,0.008379,2.1,0.0,伊利股份
561990.SH,20211203,601988.SH,0.0083844,27.4,0.0,中国银行
561990.SH,20211203,601318.SH,0.02723844,5.56,0.0,中国平安
561990.SH,20211203,002371.SZ,0.008514,0.22,0.0,北方华创
561990.SH,20211203,601668.SH,0.0216295,45.25,0.0,中国建筑
561990.SH,20211203,002352.SZ,0.010285,1.7,0.0,顺丰控股
561990.SH,20211203,601669.SH,0.02859838,37.58,0.0,中国电建
561990.SH,20211203,603019.SH,0.0069925,2.5,0.0,中科曙光
561550.SH,20211203,600566.SH,0.00211715,1.15,0.0,济川药业
561550.SH,20211203,600867.SH,0.02083549,19.31,0.01,通化东宝
561550.SH,20211203,002212.SZ,0.0301589,15.79,0.01,天融信
561550.SH,20211203,002317.SZ,0.003141,3.0,0.0,众生药业
561550.SH,20211203,300058.SZ,0.00797505,11.85,0.0,蓝色光标
561550.SH,20211203,002434.SZ,0.009378,6.0,0.0,万里扬
561550.SH,20211203,300223.SZ,0.0177216,1.2,0.0,北京君正
561550.SH,20211203,300474.SZ,0.01557,0.9,0.01,景嘉微
561550.SH,20211203,300482.SZ,0.00571428,1.56,0.0,万孚生物
561550.SH,20211203,300741.SZ,0.001872,0.3,0.0,华宝股份
159789.SZ,20211213,000568.SZ,0.2566638954,10.0878,0.01,泸州老窖
159789.SZ,20211213,000596.SZ,0.060635907999999995,2.3003,0.01,古井贡酒
159789.SZ,20211213,000799.SZ,0.1020640005,4.2735,0.01,酒鬼酒
159789.SZ,20211213,000858.SZ,0.32722382,13.09,0.0,五粮液
159789.SZ,20211213,600132.SH,0.0723010925,4.5401,0.01,重庆啤酒
159789.SZ,20211213,600519.SH,0.328321,1.55,0.0,贵州茅台
159789.SZ,20211213,600600.SH,0.0700632,6.66,0.01,青岛啤酒
159789.SZ,20211213,600809.SH,0.228462042,6.726,0.01,山西汾酒
159789.SZ,20211213,002304.SZ,0.156621,8.3,0.01,洋河股份
159789.SZ,20211213,603369.SH,0.07002032,11.78,0.01,今世缘
517770.SH,20211126,600640.SH,0.021696,16.0,0.02,新国脉
517770.SH,20211126,0700.HK,0.0060795114,0.16,,
517770.SH,20211126,3888.HK,0.0031775090000000002,1.12,,
517770.SH,20211126,002027.SZ,0.0062496,8.68,0.0,分众传媒
517770.SH,20211126,300058.SZ,0.04609104,62.88,0.03,蓝色光标
517770.SH,20211126,300144.SZ,0.00218088,1.56,0.0,宋城演艺
517770.SH,20211126,002555.SZ,0.0387822,16.35,0.01,三七互娱
517770.SH,20211126,002602.SZ,0.00277074,3.78,0.0,世纪华通
517770.SH,20211126,002624.SZ,0.00236453,1.19,0.0,完美世界
517770.SH,20211126,300413.SZ,0.00329904,0.72,0.0,芒果超媒
159761.SZ,20211206,600309.SH,0.0712991,7.3,0.01,万华化学
159761.SZ,20211206,600703.SH,0.035427,10.5,0.0,三安光电
159761.SZ,20211206,600438.SH,0.046767,10.5,0.0,通威股份
159761.SZ,20211206,002129.SZ,0.034482,8.4,0.0,中环股份
159761.SZ,20211206,002371.SZ,0.0403956,1.05,0.0,北方华创
159761.SZ,20211206,601012.SH,0.11177985,13.65,0.0,隆基股份
159761.SZ,20211206,603799.SH,0.0539154,4.2,0.0,华友钴业
159761.SZ,20211206,002812.SZ,0.050022,2.1,0.0,恩捷股份
159761.SZ,20211206,300769.SZ,0.064785,1.05,0.02,德方纳米
159761.SZ,20211206,300750.SZ,0.1380288,2.1,0.0,宁德时代
159748.SZ,20211126,1177.HK,0.0088051,19.1,,
159748.SZ,20211126,9926.HK,0.003952,1.0,,
159748.SZ,20211126,1093.HK,0.0091254,13.4,,
159748.SZ,20211126,0867.HK,0.0022827,2.1,,
159748.SZ,20211126,1530.HK,0.0016592,3.05,,
159748.SZ,20211126,1548.HK,0.0046032,1.4,,
159748.SZ,20211126,2269.HK,0.0360315,4.25,,
159748.SZ,20211126,6160.HK,0.0210877,1.22,,
159748.SZ,20211126,3692.HK,0.0022224,1.6,,
159748.SZ,20211126,2359.HK,0.0071292,0.52,0.0,
517960.SH,20211216,000725.SZ,0.00211744,4.16,0.0,京东方A
517960.SH,20211216,600089.SH,0.00124436,0.52,0.0,特变电工
517960.SH,20211216,600309.SH,0.00228778,0.22,0.0,万华化学
517960.SH,20211216,0700.HK,0.0036910888,0.1,,
517960.SH,20211216,0981.HK,0.001201765,0.8,0.0,
517960.SH,20211216,1211.HK,0.0022557560000000003,0.1,0.0,
517960.SH,20211216,600031.SH,0.00195898,0.82,0.0,三一重工
517960.SH,20211216,000100.SZ,0.00124354,1.94,0.0,TCL科技
517960.SH,20211216,002241.SZ,0.00195024,0.34,0.0,歌尔股份
517960.SH,20211216,002415.SZ,0.00334272,0.64,0.0,海康威视
159779.SZ,20211119,000725.SZ,0.04242758,86.06,0.0,京东方A
159779.SZ,20211119,600745.SH,0.02255059,1.97,0.0,闻泰科技
159779.SZ,20211119,002049.SZ,0.0279658,1.34,0.0,紫光国微
159779.SZ,20211119,002241.SZ,0.03979612,7.54,0.0,歌尔股份
159779.SZ,20211119,300014.SZ,0.04581024,3.57,0.0,亿纬锂能
159779.SZ,20211119,002475.SZ,0.064863776,15.0496,0.0,立讯精密
159779.SZ,20211119,300207.SZ,0.01773517,3.47,0.0,欣旺达
159779.SZ,20211119,603986.SH,0.0267624,1.68,0.0,兆易创新
159779.SZ,20211119,603501.SH,0.044385,1.65,0.0,韦尔股份
159779.SZ,20211119,300782.SZ,0.02192628,0.73,0.0,卓胜微
517880.SH,20211124,600177.SH,6.6e-05,0.1,0.0,雅戈尔
517880.SH,20211124,3888.HK,5.64167e-05,0.02,,
517880.SH,20211124,605099.SH,0.0003775,0.1,0.0,共创草坪
517880.SH,20211124,002124.SZ,0.0001278,0.2,0.0,天邦股份
517880.SH,20211124,002157.SZ,0.0002222,0.22,0.0,正邦科技
159896.SZ,20211117,000063.SZ,0.009624,3.0,0.0,中兴通讯
159896.SZ,20211117,600690.SH,0.00734784,2.67,0.0,海尔智家
159896.SZ,20211117,002049.SZ,0.00873382,0.41,0.0,紫光国微
159896.SZ,20211117,002230.SZ,0.00750237,1.31,0.0,科大讯飞
159896.SZ,20211117,002241.SZ,0.01189465,2.33,0.0,歌尔股份
159896.SZ,20211117,300124.SZ,0.01012908,1.51,0.0,汇川技术
159896.SZ,20211117,002475.SZ,0.01672924,3.94,0.0,立讯精密
159896.SZ,20211117,000333.SZ,0.00728311,1.01,0.0,美的集团
159896.SZ,20211117,603986.SH,0.00841984,0.52,0.0,兆易创新
159896.SZ,20211117,300782.SZ,0.00703248,0.23,0.0,卓胜微
561310.SH,20211118,000725.SZ,0.0462105,94.5,0.0,京东方A
561310.SH,20211118,600745.SH,0.0238833,2.1,0.0,闻泰科技
561310.SH,20211118,688036.SH,0.0234083878,1.3807,0.0,传音控股
561310.SH,20211118,002049.SZ,0.0295148,1.4,0.0,紫光国微
561310.SH,20211118,002241.SZ,0.041916,8.4,0.0,歌尔股份
561310.SH,20211118,300014.SZ,0.05334,4.2,0.0,亿纬锂能
561310.SH,20211118,002475.SZ,0.068628,16.8,0.0,立讯精密
561310.SH,20211118,603986.SH,0.0333039,2.1,0.0,兆易创新
561310.SH,20211118,603501.SH,0.0555744,2.1,0.0,韦尔股份
561310.SH,20211118,300661.SZ,0.0229773258,0.6903,0.0,圣邦股份
501213.SH,20211112,000001.SZ,0.1262457,69.1,0.0,平安银行
501213.SH,20211112,000002.SZ,0.07012824,35.49,0.0,万科A
501213.SH,20211112,000783.SZ,0.0709778,96.7,0.02,长江证券
501213.SH,20211112,000858.SZ,0.0424008,2.08,0.0,五粮液
501213.SH,20211112,601658.SH,0.1464228,274.2,0.02,邮储银行
501213.SH,20211112,601166.SH,0.11304,60.0,0.0,兴业银行
501213.SH,20211112,002142.SZ,0.14035494,35.97,0.01,宁波银行
501213.SH,20211112,601688.SH,0.13721064,85.33,0.01,华泰证券
501213.SH,20211112,300059.SZ,0.077946,22.0,0.0,东方财富
501213.SH,20211112,000333.SZ,0.09468704,13.12,0.0,美的集团
516730.SH,20211105,000783.SZ,0.0001068,0.15,0.0,长江证券
516730.SH,20211105,600837.SH,0.00025956,0.21,0.0,海通证券
516730.SH,20211105,601696.SH,0.00072296,0.56,0.0,中银证券
516730.SH,20211105,600918.SH,0.00072364,0.79,0.0,中泰证券
516730.SH,20211105,601878.SH,0.00018315,0.15,0.0,浙商证券
516730.SH,20211105,601788.SH,0.00398396,2.74,0.0,光大证券
516730.SH,20211105,601555.SH,0.000252,0.3,0.0,东吴证券
516730.SH,20211105,601108.SH,0.0012024,1.2,0.0,财通证券
159707.SZ,20211105,000002.SZ,0.01892484,10.62,0.0,万科A
159707.SZ,20211105,000069.SZ,0.00759536,12.83,0.0,华侨城A
159707.SZ,20211105,000656.SZ,0.00407814,10.02,0.0,金科股份
159707.SZ,20211105,600208.SH,0.00372565,13.45,0.0,新湖中宝
159707.SZ,20211105,600383.SH,0.007752,8.0,0.0,金地集团
159707.SZ,20211105,600606.SH,0.00484396,11.99,0.0,绿地控股
159707.SZ,20211105,600848.SH,0.004281,3.0,0.0,上海临港
159707.SZ,20211105,600048.SH,0.02574072,21.03,0.0,保利发展
159707.SZ,20211105,601155.SH,0.0083768,2.83,0.0,新城控股
159707.SZ,20211105,001979.SZ,0.00943392,9.92,0.0,招商蛇口
159739.SZ,20211110,000063.SZ,0.08721296,27.46,0.01,中兴通讯
159739.SZ,20211110,000938.SZ,0.08333936,31.12,0.01,紫光股份
159739.SZ,20211110,000977.SZ,0.0692852,22.15,0.02,浪潮信息
159739.SZ,20211110,000988.SZ,0.06431282,21.89,0.02,华工科技
159739.SZ,20211110,600588.SH,0.11563191,35.59,0.01,用友网络
159739.SZ,20211110,600845.SH,0.07183819,9.721,0.01,宝信软件
159739.SZ,20211110,600570.SH,0.152911228,25.4428,0.02,恒生电子
159739.SZ,20211110,002410.SZ,0.1330504,20.66,0.02,广联达
159739.SZ,20211110,688111.SH,0.111957,4.02,0.02,金山办公
159739.SZ,20211110,300454.SZ,0.07840196,3.62,0.01,深信服
501212.SH,20211112,600036.SH,0.0536576,10.24,0.0,招商银行
501212.SH,20211112,600519.SH,0.09046278,0.51,0.0,贵州茅台
501212.SH,20211112,601166.SH,0.02266452,12.03,0.0,兴业银行
501212.SH,20211112,601318.SH,0.04534656,8.96,0.0,中国平安
501212.SH,20211112,300014.SZ,0.06224207,4.73,0.0,亿纬锂能
501212.SH,20211112,300059.SZ,0.08889387,25.09,0.0,东方财富
501212.SH,20211112,601012.SH,0.03392766,3.58,0.0,隆基股份
501212.SH,20211112,300122.SZ,0.02735776,2.14,0.0,智飞生物
501212.SH,20211112,300316.SZ,0.02175799,2.63,0.0,晶盛机电
501212.SH,20211112,300450.SZ,0.03587619,4.11,0.0,先导智能
159601.SZ,20211101,000002.SZ,0.02130049,11.71,0.0,万科A
159601.SZ,20211101,000725.SZ,0.02261916,45.42,0.0,京东方A
159601.SZ,20211101,000858.SZ,0.02069894,1.01,0.0,五粮液
159601.SZ,20211101,600276.SH,0.0294318,5.91,0.0,恒瑞医药
159601.SZ,20211101,600585.SH,0.0183815,4.85,0.0,海螺水泥
159601.SZ,20211101,600030.SH,0.01205472,4.64,0.0,中信证券
159601.SZ,20211101,600031.SH,0.02603474,11.29,0.0,三一重工
159601.SZ,20211101,601318.SH,0.09462656,18.88,0.0,中国平安
159601.SZ,20211101,601012.SH,0.0154308,1.54,0.0,隆基股份
159601.SZ,20211101,300750.SZ,0.22685,3.49,0.0,宁德时代
560050.SH,20211101,600036.SH,0.7588273440000001,140.212,0.01,招商银行
560050.SH,20211101,600309.SH,0.5798376,55.54,0.04,万华化学
560050.SH,20211101,600519.SH,1.168344,6.48,0.01,贵州茅台
560050.SH,20211101,601888.SH,0.46123349,19.09,0.01,中国中免
560050.SH,20211101,601012.SH,1.0700358,106.79,0.02,隆基股份
560050.SH,20211101,002475.SZ,0.55093234,138.46,0.02,立讯精密
560050.SH,20211101,002594.SZ,0.535446,17.73,0.02,比亚迪
560050.SH,20211101,002812.SZ,0.45258939,15.71,0.02,恩捷股份
560050.SH,20211101,603501.SH,0.4623387,17.13,0.02,韦尔股份
560050.SH,20211101,300750.SZ,1.63605,25.17,0.01,宁德时代
159602.SZ,20211101,600036.SH,0.192126,35.5,0.0,招商银行
159602.SZ,20211101,600309.SH,0.1467864,14.06,0.01,万华化学
159602.SZ,20211101,600519.SH,0.295692,1.64,0.0,贵州茅台
159602.SZ,20211101,601888.SH,0.11669763,4.83,0.0,中国中免
159602.SZ,20211101,601012.SH,0.2708406,27.03,0.0,隆基股份
159602.SZ,20211101,002475.SZ,0.13946395,35.05,0.0,立讯精密
159602.SZ,20211101,002594.SZ,0.135598,4.49,0.0,比亚迪
159602.SZ,20211101,002812.SZ,0.11465982,3.98,0.01,恩捷股份
159602.SZ,20211101,603501.SH,0.1171366,4.34,0.01,韦尔股份
159602.SZ,20211101,300750.SZ,0.41405,6.37,0.0,宁德时代
563000.SH,20211101,600036.SH,0.7513701492,138.8341,0.01,招商银行
563000.SH,20211101,600309.SH,0.5740956,54.99,0.04,万华化学
563000.SH,20211101,600519.SH,1.157526,6.42,0.01,贵州茅台
563000.SH,20211101,601888.SH,0.4566429,18.9,0.01,中国中免
563000.SH,20211101,601012.SH,1.05953484,105.742,0.02,隆基股份
563000.SH,20211101,002475.SZ,0.5455209,137.1,0.02,立讯精密
563000.SH,20211101,002594.SZ,0.53001,17.55,0.02,比亚迪
563000.SH,20211101,002812.SZ,0.44826804,15.56,0.02,恩捷股份
563000.SH,20211101,603501.SH,0.4577504,16.96,0.02,韦尔股份
563000.SH,20211101,300750.SZ,1.619475,24.915,0.01,宁德时代
516750.SH,20211029,000546.SZ,0.0282663,26.1,0.04,金圆股份
516750.SH,20211029,600585.SH,0.0003808,0.1,0.0,海螺水泥
516750.SH,20211029,600801.SH,0.05217858,31.17,0.02,华新水泥
516750.SH,20211029,002088.SZ,0.00050806,0.19,0.0,鲁阳节能
159770.SZ,20211101,600699.SH,0.0083424,4.4,0.0,均胜电子
159770.SZ,20211101,600406.SH,0.0426764,11.6,0.0,国电南瑞
159770.SZ,20211101,688169.SH,0.0146405103,0.1497,0.0,石头科技
159770.SZ,20211101,002008.SZ,0.02138904,4.87,0.0,大族激光
159770.SZ,20211101,002139.SZ,0.00847798,5.74,0.01,拓邦股份
159770.SZ,20211101,002236.SZ,0.0239139,10.42,0.01,大华股份
159770.SZ,20211101,300124.SZ,0.03159972,4.86,0.0,汇川技术
159770.SZ,20211101,300161.SZ,0.01443,6.0,0.04,华中数控
159770.SZ,20211101,300450.SZ,0.0368004,4.55,0.0,先导智能
159770.SZ,20211101,603486.SH,0.02499702,1.37,0.0,科沃斯
159862.SZ,20211101,000568.SZ,0.1137504,4.92,0.0,泸州老窖
159862.SZ,20211101,000799.SZ,0.03205528,1.52,0.0,酒鬼酒
159862.SZ,20211101,000858.SZ,0.15247536,7.44,0.0,五粮液
159862.SZ,20211101,600519.SH,0.187512,1.04,0.0,贵州茅台
159862.SZ,20211101,600600.SH,0.0227112,2.4,0.0,青岛啤酒
159862.SZ,20211101,600809.SH,0.0940376,3.28,0.0,山西汾酒
159862.SZ,20211101,600887.SH,0.17415552,40.92,0.01,伊利股份
159862.SZ,20211101,002304.SZ,0.0751844,4.04,0.0,洋河股份
159862.SZ,20211101,603288.SH,0.09615970199999999,8.518,0.0,海天味业
159862.SZ,20211101,603369.SH,0.0221214,4.2,0.0,今世缘
159877.SZ,20211027,600763.SH,0.03170772,1.32,0.0,通策医疗
159877.SZ,20211027,002223.SZ,0.01463424,4.12,0.0,鱼跃医疗
159877.SZ,20211027,300003.SZ,0.01857968,7.42,0.0,乐普医疗
159877.SZ,20211027,300015.SZ,0.04334246,9.41,0.0,爱尔眼科
159877.SZ,20211027,300253.SZ,0.01252747,10.03,0.01,卫宁健康
159877.SZ,20211027,300529.SZ,0.0120396,2.37,0.0,健帆生物
159877.SZ,20211027,300595.SZ,0.02061,3.0,0.0,欧普康视
159877.SZ,20211027,603882.SH,0.01779308,1.63,0.0,金域医学
