,date,open,close,high,low,volume,code
770,2011-03-04,3223.51,3270.67,3273.66,3217.48,80013915.0,sh000300
771,2011-03-07,3287.41,3334.51,3337.47,3287.41,118187197.0,sh000300
772,2011-03-08,3335.71,3337.46,3342.71,3311.72,84878655.0,sh000300
773,2011-03-09,3344.1,3338.86,3355.49,3322.7,78026361.0,sh000300
774,2011-03-10,3330.44,3280.26,3330.44,3279.33,78212642.0,sh000300
775,2011-03-11,3263.08,3247.38,3290.7,3240.18,67208335.0,sh000300
776,2011-03-14,3238.91,3262.92,3263.91,3230.11,63689783.0,sh000300
777,2011-03-15,3250.59,3203.96,3250.59,3147.96,96033979.0,sh000300
778,2011-03-16,3204.92,3248.2,3250.88,3202.93,78859520.0,sh000300
779,2011-03-17,3216.29,3197.1,3240.38,3185.08,85687114.0,sh000300
780,2011-03-18,3228.92,3215.69,3239.96,3205.14,61340161.0,sh000300
781,2011-03-21,3220.68,3207.11,3236.28,3194.15,59105037.0,sh000300
782,2011-03-22,3217.8,3222.96,3227.8,3175.93,57248684.0,sh000300
783,2011-03-23,3222.32,3264.93,3267.0,3216.65,72077585.0,sh000300
784,2011-03-24,3269.57,3251.36,3273.37,3250.02,61304244.0,sh000300
785,2011-03-25,3256.18,3294.48,3304.26,3254.68,86895979.0,sh000300
