ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
001532.OF,华安文体健康主题A,华安基金,混合型,20170608,1.5,0.25,中证800指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,O,刘畅畅,42.79,20220930.0,,,,,,0.0889999999999999,-0.1597796143250688,0.4590163934426228,0.8786516853932584,0.6977671451355661,-0.1559417566932832,2.594
001607.OF,英大策略优选A,英大基金,混合型,20151202,0.6,0.25,1年期银行定期存款利率(税后)+2%,灵活配置型,O,张大铮 张媛 汤戈,0.57,20220930.0,,,,0.02,0.0779411764705881,0.0823935976718807,-0.1479583263317089,0.5377137165959965,0.5241131582605331,0.1799471027662331,-0.1566206109313685,1.36515172
002808.OF,泓德优势领航,泓德基金,混合型,20161221,1.5,0.25,沪深300指数收益率*50%+中证综合债券指数收益率*50%,灵活配置型,O,王克玉,12.41,20220930.0,,,,,0.0009999999999998,0.0669330669330671,-0.148876404494382,0.4422442244224421,0.5858886346300535,0.0965802510701746,-0.1572873283915961,0.92130062
003714.OF,英大睿盛C,英大基金,混合型,20161130,0.6,0.15,中证全指指数收益率*50%+中证全债指数收益率*50%,灵活配置型,O,张媛 汤戈,2.19,20220930.0,,,,,0.0084999999999999,0.088448190381755,-0.1691873177842564,0.5192784100877192,0.4825833429075298,0.2621507452783062,-0.1584274176438094,1.1819968900000002
481008.OF,工银瑞信大盘蓝筹,工银瑞信基金,混合型,20080804,1.5,0.25,沪深300指数收益率*80%+上证国债指数收益率*20%,混合型,O,王筱苓,4.05,20220930.0,-0.0195666698482391,0.0359228971962618,0.4761770510290385,0.071301247771836,-0.0656643689089612,0.2830884691216688,-0.1363140676117775,0.2866151744719926,0.578495996526503,0.0869269425805479,-0.1585083635744081,2.0892512455855683
610002.OF,信澳精华A,信达澳亚基金,混合型,20080730,1.5,0.25,沪深300指数收益率*60%+中国债券总指数收益率*40%,灵活配置型,O,张剑滔,3.74,20220930.0,0.0838655344234682,-0.0132090132090131,0.7055774278215222,-0.0521294194590851,-0.0807695429823848,0.2221388202048745,-0.152606669316088,0.7407648646344063,0.4184424732092728,0.3327040746348278,-0.1590277774538717,3.5553134605937253
151001.OF,银河稳健,银河基金,混合型,20030804,1.5,0.25,上证A股指数涨跌幅*75%+上证国债指数涨跌幅*25%,稳健型,O,袁曦,10.68,20220930.0,0.0370985862746933,0.2302015391906835,0.1767598011337577,0.5046302070341733,-0.075544227202553,0.1363228800071731,-0.1589386990185924,0.3477861805685869,0.743186552831507,0.1088046054176685,-0.1594326507022585,3.3700479285647407
001608.OF,英大策略优选C,英大基金,混合型,20151202,0.6,0.25,1年期银行定期存款利率(税后)+2%,灵活配置型,O,张大铮 张媛 汤戈,0.02,20220930.0,,,,0.0189999999999999,-0.0641805691854758,0.0781168082206144,-0.0523244504960124,0.5427467261904761,0.5182297695434928,0.1751497719896697,-0.1600119936294526,1.25286785
001695.OF,泓德泓业,泓德基金,混合型,20150827,0.8,0.15,一年期银行定期存款利率(税后)+3%,灵活配置型,O,操昭煦 秦毅,1.21,20220930.0,,,,0.034,0.0570599613152804,0.0749313815187558,-0.1248616903566261,0.4570420735265512,0.7125920512166809,0.1185449512373424,-0.162105020180492,1.4046210600000002
519150.OF,新华优选消费,新华基金,混合型,20120613,1.5,0.25,中证内地消费主题指数收益率*80%+上证国债指数收益率*20%,混合型,O,蔡春红,5.73,20220930.0,0.086,0.3314917127071822,0.2642461964038728,0.6337180679393907,-0.135806602825956,0.0415342890352577,-0.0861171043821144,0.3073811112014967,0.9946428571428572,0.1310653539377259,-0.1632631520194232,5.06780791
519767.OF,交银科技创新A,交银施罗德基金,混合型,20160505,1.5,0.25,沪深300指数*60%+中证综合债券指数*40%,灵活配置型,O,芮晨,3.84,20220930.0,,,,,0.0469999999999999,-0.1041069723018147,-0.0484008528784648,0.5089787698857273,0.6214392829477775,0.2653721713966498,-0.1641213022529534,1.30994819
519694.OF,交银蓝筹,交银施罗德基金,混合型,20070808,1.5,0.25,中证100指数*75%+中证综合债券指数*25%,混合型,O,王少成,16.1,20220930.0,0.1021998166819432,0.0539154539154538,0.0887690689110994,0.4745742239400896,-0.1417922673656618,0.1756227927841938,-0.1554761711455711,0.49472200538358,0.4954468032916925,0.063210215900589,-0.1648486876198799,2.1539627100519407
020018.OF,国泰金鹿,国泰基金,混合型,20140826,1.5,0.25,沪深300指数收益率*80%+中债综合指数收益率*20%,混合型,O,李海 赵大震,1.47,20220930.0,,,0.0240240240240239,0.2699902248289345,-0.0725637084359605,0.0020040081657183,0.0330000024599536,0.3961038954270455,0.4950983887895021,0.092753899085603,-0.1677032244889237,1.3700225625625624
001651.OF,工银瑞信新蓝筹A,工银瑞信基金,股票型,20150806,1.5,0.25,沪深300指数收益率*80%+中债综合财富指数收益率*20%,股票型,O,王筱苓,3.65,20220930.0,,,,0.0169999999999999,0.0462143559488693,0.3016917293233082,-0.1669075144508669,0.3781439722463139,0.6217747010698552,0.0919674039580908,-0.1709310589907604,1.3330000000000002
450011.OF,国富研究精选,国海富兰克林基金,混合型,20120522,1.5,0.25,沪深300指数收益率*80%+中债国债总指数(全价)收益率*20%,混合型,O,徐荔蓉,6.49,20220930.0,0.024,0.0849609374999999,0.3321332133213321,0.1141891891891892,-0.2371134020618557,0.1232114467408585,-0.1670205237084218,0.5573491928632115,0.6001091107474086,0.236617797476986,-0.1734215605183346,1.998
000042.OF,财通中证ESG100指数增强A,财通基金,股票型,20130322,1.0,0.15,中证财通中国可持续发展100(ECPI ESG)指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O,朱海东 陈曦,1.73,20220930.0,,-0.055,0.4899470899470899,0.1171875,-0.0851875397329942,0.2077136900625434,-0.1695627157652474,0.3091128299272601,0.3600612883167539,0.1322890431122396,-0.1746813872244386,1.4017693100000002
001880.OF,长城中国智造A,长城基金,混合型,20170315,1.5,0.25,中证工业4.0指数收益率*55%+中债综合财富指数收益率*45%,灵活配置型,O,雷俊,1.42,20220930.0,,,,,,0.0169999999999999,-0.1048180924287118,0.3272188049209138,0.923032359513366,0.1375451885006026,-0.1751664648910411,1.1802
000976.OF,长城新兴产业,长城基金,混合型,20150217,1.5,0.25,中证新兴产业指数收益率*55%+中债综合财富指数收益率*45%,灵活配置型,O,陈良栋,1.53,20220930.0,,,,0.131,0.0309460654288239,0.0660377358490567,-0.1716009654062751,0.3534039040497231,0.6576492537313432,0.3502445781567899,-0.176199025391126,1.5696
