ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
007312.OF,方正富邦添利C,方正富邦基金,20191031,债券型,债券型,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1,0.0,20210930,,,,,,,,0.008199999999999985,0.024678942670105182,0.030319307586737742,0.06440362
007997.OF,易方达年年恒秋纯债一年定开A,易方达基金,20191031,债券型,债券型,中债信用债总财富(1年以下)指数收益率,0.3,0.05,22.56,20210930,,,,,,,,0.006399999999999961,0.03454158386327505,0.05078469728048745,0.09403778000000007
007311.OF,方正富邦添利A,方正富邦基金,20191031,债券型,债券型,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1,10.05,20210930,,,,,,,,0.008499999999999952,0.02706481903817548,0.03077316843633333,0.0676695599999999
008017.OF,国泰惠信三年定开,国泰基金,20191031,债券型,债券型,三年定期存款利率(税后)+1.5%,0.15,0.05,143.75,20210930,,,,,,,,0.0043999999999999595,0.029161409796893634,0.0306121357190241,0.06533316999999994
007998.OF,易方达年年恒秋纯债一年定开C,易方达基金,20191031,债券型,债券型,中债信用债总财富(1年以下)指数收益率,0.3,0.05,0.45,20210930,,,,,,,,0.005800000000000027,0.03149785245575659,0.04769787778380885,0.08696616000000001
008018.OF,华富安兴39个月定开债A,华富基金,20191031,债券型,债券型,封闭期起始日公布的三年期银行定期存款利率(税后)+1.5%,0.15,0.05,71.68,20210930,,,,,,,,0.0040999999999999925,0.03047505228562888,0.03112793080119845,0.06690806999999999
008019.OF,华富安兴39个月定开债C,华富基金,20191031,债券型,债券型,封闭期起始日公布的三年期银行定期存款利率(税后)+1.5%,0.15,0.05,0.0,20210930,,,,,,,,0.006199999999999983,0.04064798250844756,0.040105605959316316,0.08909458000000003
007635.OF,银河天盈中短债A,银河基金,20191031,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,1.56,20210930,,,,,,,,0.007300000000000084,0.03563982924650037,0.03680981595092024,0.0815999999999999
007636.OF,银河天盈中短债C,银河基金,20191031,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,0.25,20210930,,,,,,,,0.006799999999999917,0.03257846642828781,0.03357060407849166,0.07450000000000001
008048.OF,中融睿享86个月定期开放A,中融基金,20191031,债券型,债券型,同期三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05,143.76,20210930,,,,,,,,0.005300000000000082,0.03993120461553755,0.0390308665751636,0.0862473800000001
008049.OF,中融睿享86个月定期开放C,中融基金,20191031,债券型,债券型,同期三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05,0.0,20210930,,,,,,,,0.0051000000000001044,0.03893460352203754,0.0379817182018839,0.08389493999999997
007955.OF,民生加银鑫享D,民生加银基金,20191030,债券型,债券型,中国债券综合指数收益率,0.4,0.1,0.0,20210930,,,,,,,,0.006201240248049593,0.04015904572564612,-0.2491399082568808,-0.2141428285657132
007776.OF,汇安量化先锋C,汇安基金,20191030,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,0.42,20210930,,,,,,,,0.022599999999999953,0.4537453549775083,-0.02031481232342258,0.4563999999999999
007911.OF,大成有色金属期货ETF联接C,大成基金,20191030,商品型,有色金属期货型,上海期货交易所有色金属期货价格指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1,1.75,20210930,,,,,,,,0.0018000000000000238,0.059293272110201536,0.11355069732378445,0.18169999999999997
007775.OF,汇安量化先锋A,汇安基金,20191030,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.25,0.52,20210930,,,,,,,,0.023600000000000065,0.4609222352481438,-0.01531362846061264,0.4724999999999999
007178.OF,浙商港股通中华预期高股息指数增强A,浙商基金,20191030,股票型,增强指数型,中华交易服务预期高股息指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.15,1.95,20210930,,,,,,,,0.06030000000000002,-0.09893426388757898,0.2440862465982835,0.1886000000000001
007910.OF,大成有色金属期货ETF联接A,大成基金,20191030,商品型,有色金属期货型,上海期货交易所有色金属期货价格指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1,0.22,20210930,,,,,,,,0.0023999999999999577,0.06354748603351965,0.11800018759966223,0.19189999999999996
007216.OF,浙商港股通中华预期高股息指数增强C,浙商基金,20191030,股票型,增强指数型,中华交易服务预期高股息指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.15,0.16,20210930,,,,,,,,0.059800000000000075,-0.10200037742970379,0.23978144373226853,0.17989999999999995
007853.OF,华商计算机行业量化,华商基金,20191030,股票型,股票型,中信计算机指数收益率*80%+中证全债指数收益率*20%,1.2,0.2,2.23,20210930,,,,,,,,0.0020000000000000018,0.31257485029940113,0.0004562043795621624,0.3158000000000001
007956.OF,鹏华稳利短债C,鹏华基金,20191030,债券型,债券型,中债-综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,25.25,20210930,,,,,,,,0.005900000000000016,0.030619345859429305,0.03038487508440251,0.06820000000000004
007515.OF,鹏华稳利短债A,鹏华基金,20191030,债券型,债券型,中债-综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,26.05,20210930,,,,,,,,0.006599999999999939,0.03477051460361628,0.034562211981566636,0.07759999999999989
007878.OF,惠升和风纯债C,惠升基金,20191029,债券型,债券型,中债综合全价指数收益率,0.3,0.1,0.01,20210930,,,,,,,,0.006799999999999917,0.03326033969010741,0.06412005669476564,0.10698973999999994
007877.OF,惠升和风纯债A,惠升基金,20191029,债券型,债券型,中债综合全价指数收益率,0.3,0.1,3.19,20210930,,,,,,,,0.007100000000000106,0.025719034852546754,0.03994503822859378,0.07426493
008071.OF,长信利泰E,长信基金,20191029,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,0.6,0.1,12.88,20210930,,,,,,,,0.027963671128107,0.15996279934898855,0.017772432685240983,0.213591459528362
007532.OF,国泰盛合三个月定开债,国泰基金,20191025,债券型,债券型,中证综合债指数收益率,0.3,0.1,20.25,20210930,,,,,,,,0.006599999999999939,0.027377140870256427,0.03937524700654238,0.07487804999999992
007778.OF,广发景富纯债,广发基金,20191024,债券型,债券型,中债综合财富(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,0.3,0.1,16.78,20210930,,,,,,,,0.008299999999999974,0.02840330258851532,0.03091803708231466,0.06899917000000011
006233.OF,万家汽车新趋势A,万家基金,20191023,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,1.72,20210930,,,,,,,,0.06549999999999989,0.8703894885030503,0.5634502483817554,2.1158
006234.OF,万家汽车新趋势C,万家基金,20191023,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,0.93,20210930,,,,,,,,0.0645,0.8610615312353218,0.5556509010145878,2.0819
008008.OF,易方达稳健收益C,易方达基金,20191023,债券型,债券型,中债新综合财富指数收益率*90%+沪深300指数收益率*10%,0.6,0.2,1.95,20210930,,,,,,,,0.03513915276950573,0.06150206921551742,0.08675007655609011,0.19412354079809419
007395.OF,东兴兴财短债C,东兴基金,20191023,债券型,债券型,中债综合财富(1年以下)指数收益率,0.28,0.1,0.01,20210930,,,,,,,,0.0051000000000001044,0.011441647597253848,0.007967735589218962,0.024699999999999944
007394.OF,东兴兴财短债A,东兴基金,20191023,债券型,债券型,中债综合财富(1年以下)指数收益率,0.28,0.1,0.0,20210930,,,,,,,,0.0046999999999999265,0.014830297601274148,0.011278932914868423,0.031099999999999905
003002.OF,国金及第中短债,国金基金,20191022,债券型,债券型,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,0.2,0.05,1.01,20210930,,,,,0.007548569999999927,0.038805135246066706,0.043170500007487844,-0.9999074940503875,0.009608717186726142,0.01687598116169533,-0.9998963599999999
900011.OF,中信证券红利价值一年持有A,中信证券,20191022,混合型,混合型,中证红利指数收益率*75%+中债综合财富指数收益率*25%,1.0,0.25,4.46,20210930,0.04955799960151414,0.06720200019302434,0.24390980134829232,0.3819751568643336,-0.09056585930768268,0.443614944832183,-0.20219702849887644,0.4235268869437346,0.637412349636947,-0.052585530704105064,3.454580354652321
900099.OF,中信证券红利价值一年持有B,中信证券,20191022,混合型,混合型,中证红利指数收益率*75%+中债综合财富指数收益率*25%,0.6,0.25,100.14,20210930,,,,,,,,0.043389404181732365,0.6441916528552059,-0.04884306987399782,0.6317402924068541
900089.OF,中信证券红利价值一年持有C,中信证券,20191022,混合型,混合型,中证红利指数收益率*75%+中债综合财富指数收益率*25%,0.6,0.25,35.87,20210930,,,,,,,,0.041895928313158234,0.6310071671067524,-0.05638558675239378,0.6035214588901117
007838.OF,国寿安保尊耀纯债C,国寿安保基金,20191022,债券型,债券型,中债综合(全价)指数收益率,0.5,0.1,1.26,20210930,,,,,,,,0.010099999999999998,0.039105039105039194,0.04820884146341461,0.10020000000000007
007837.OF,国寿安保尊耀纯债A,国寿安保基金,20191022,债券型,债券型,中债综合(全价)指数收益率,0.5,0.1,9.87,20210930,,,,,,,,0.01089999999999991,0.04322880601444265,0.052436942916745805,0.10990000000000011
008080.OF,南方初元中短债E,南方基金,20191021,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.2,0.05,0.03,20210930,,,,,,,,0.0061258768896353955,0.0237650986939016,0.035779376498801065,0.06689062345618031
007856.OF,易方达中证800ETF联接A,易方达基金,20191021,股票型,被动指数型,中证800指数收益率*95%+活期存款利率(税后)*5%,0.15,0.05,0.38,20210930,,,,,,,,0.046599999999999975,0.4028282056181922,0.014439449666258077,0.48940000000000006
007857.OF,易方达中证800ETF联接C,易方达基金,20191021,股票型,被动指数型,中证800指数收益率*95%+活期存款利率(税后)*5%,0.15,0.05,0.12,20210930,,,,,,,,0.04630000000000001,0.4015100831501481,0.013434260774686341,0.4861
008041.OF,长信先利半年C,长信基金,20191021,混合型,混合型,中证综合债指数收益率*80%+中证500指数收益率*20%,1.2,0.2,0.0,20210930,,,,,,,,0.03700870230467625,0.04435632607893769,0.036379690949227286,0.12240604379841244
008106.OF,博时富瑞纯债C,博时基金,20191021,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,26.8,20210930,,,,,,,,0.012435131694898592,0.0360014796905222,0.04216523853758421,0.09311075100362277
007562.OF,景顺长城景泰纯利,景顺长城基金,20191021,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,4.05,20210930,,,,,,,,0.0039000000000000146,0.020420360593684593,0.09482373096446708,0.12153743000000006
007202.OF,天弘优质成长企业精选,天弘基金,20191018,混合型,灵活配置型,中证500指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,4.95,20210930,,,,,,,,0.0838000000000001,0.6505812880605276,0.3589356587847281,1.431
007644.OF,华宝宝润纯债,华宝基金,20191017,债券型,债券型,中证综合债指数收益率,0.3,0.1,20.52,20210930,,,,,,,,0.00649999999999995,0.017253373075012443,0.037574338864346114,0.062336589999999914
007987.OF,鹏华丰庆,鹏华基金,20191017,债券型,债券型,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.1,18.91,20210930,,,,,,,,0.0045999999999999375,0.026964592872785357,0.03979384749059394,0.07274348999999991
006435.OF,景顺长城创新成长,景顺长城基金,20191017,混合型,混合型,中证800指数收益率*50%+中证综合债券指数收益率*30%+恒生指数收益率*20%,1.5,0.25,40.16,20210930,,,,,,,,0.06980000000000008,0.6795662740699194,0.20948352626892258,1.1732
007374.OF,永赢淳利,永赢基金,20191017,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,29.99,20210930,,,,,,,,0.008799999999999919,0.023036677240285512,0.03807131781984295,0.07133049999999996
007803.OF,兴全合泰C,兴证全球基金,20191017,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,1.5,0.25,15.71,20210930,,,,,,,,0.07620000000000005,0.5059468500278759,0.23347936077003767,0.9991000000000001
007802.OF,兴全合泰A,兴证全球基金,20191017,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,1.5,0.25,86.66,20210930,,,,,,,,0.0774999999999999,0.514988399071926,0.2409335947071796,1.0257
005836.OF,创金合信泰盈双季红6个月定开债A,创金合信基金,20191016,债券型,债券型,中债信用债总财富(1-3年)指数收益率,0.4,0.1,5.13,20210930,,,,,,,,0.010399999999999965,0.01949722882026925,0.05162312396854667,0.08327697999999994
005837.OF,创金合信泰盈双季红6个月定开债C,创金合信基金,20191016,债券型,债券型,中债信用债总财富(1-3年)指数收益率,0.4,0.1,0.35,20210930,,,,,,,,0.009700000000000042,0.015351094384470482,0.04850822278579811,0.07493063000000011
007915.OF,财通资管鸿福短债A,财通证券资管,20191015,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%,0.3,0.1,40.5,20210930,,,,,,,,0.00990000000000002,0.04871769482126934,0.030308752714568992,0.09119999999999995
007451.OF,易方达恒兴3个月定开,易方达基金,20191015,债券型,债券型,中债新综合指数(全价)收益率,0.3,0.1,25.08,20210930,,,,,,,,0.005400000000000071,0.025943574696638154,0.04063191809910083,0.07339483000000002
007916.OF,财通资管鸿福短债C,财通证券资管,20191015,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+银行活期存款利率(税后)*20%,0.3,0.1,219.92,20210930,,,,,,,,0.009800000000000031,0.047336106159635634,0.02931164901664137,0.08860000000000001
007086.OF,永赢汇利六个月定开债,永赢基金,20191014,债券型,债券型,中债总全价指数收益率,0.3,0.1,1.05,20210930,,,,,,,,0.010099999999999998,0.027255390555390537,0.03471060661689976,0.07364746000000011
007977.OF,易方达黄金主题A美元,易方达基金,20191011,股票型,股票型,以伦敦黄金市场下午定盘价计价的国际现货黄金(经汇率折算)*50%+MSCI全球金矿股指数(MSCI ACWI SELECT GOLD MINERSIMI INDEX)*50%,1.2,0.2,0.25,20210930,,,,,,,,0.07894736842105257,0.07317073170731714,-0.09090909090909098,0.05263157894736834
007976.OF,易方达黄金主题C人民币,易方达基金,20191011,股票型,股票型,以伦敦黄金市场下午定盘价计价的国际现货黄金(经汇率折算)*50%+MSCI全球金矿股指数(MSCI ACWI SELECT GOLD MINERSIMI INDEX)*50%,1.2,0.2,0.03,20210930,,,,,,,,0.06079404466501232,0.007017543859649129,-0.11033681765389079,-0.04962779156327547
007978.OF,易方达黄金主题C美元,易方达基金,20191011,股票型,股票型,以伦敦黄金市场下午定盘价计价的国际现货黄金(经汇率折算)*50%+MSCI全球金矿股指数(MSCI ACWI SELECT GOLD MINERSIMI INDEX)*50%,1.2,0.2,0.01,20210930,,,,,,,,0.07894736842105257,0.07317073170731714,-0.09090909090909098,0.05263157894736834
007912.OF,新华鑫日享中短债B,新华基金,20191011,债券型,债券型,中债总财富(1-3年)指数收益率,0.3,0.1,0.79,20210930,,,,,,,,0.006899999999999906,0.02204786969907637,0.03259791079584111,0.06264650999999999
007370.OF,华安安嘉6个月定开,华安基金,20191010,债券型,债券型,中债综合全价指数收益率,0.3,0.1,10.54,20210930,,,,,,,,0.010699999999999932,0.03317816364895628,0.041680508961422835,0.08775734000000002
006023.OF,宝盈聚丰两年定开A,宝盈基金,20190927,债券型,债券型,封闭期起始日公布的2年期定期存款利率(税后)+1.5%,0.15,0.05,0.13,20210930,,,,,,,,0.009800000000000031,0.03614577143988906,0.043390996846028755,0.09169999999999989
